"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1","source"
"w10161018@usm.edu_JRM","living","money",1,"Read","wage","Study1","F","Study Phase",1634,"Recall1","USM"
"w10169795_mls","money","money",1,"Read","wage","Study1","F","Study Phase",1254,"Recall1","USM"
"W10173435VPS","money","money",1,"Read","wage","Study1","F","Study Phase",3891,"Recall1","USM"
"w10175420MM","money","money",1,"Read","wage","Study1","F","Study Phase",951,"Recall1","USM"
"w10175528_CLJ","rod","money",1,"Read","wage","Study1","F","Study Phase",1196,"Recall1","USM"
"w10183245_ara","money","money",1,"Read","wage","Study1","F","Study Phase",1423,"Recall1","USM"
"W10192914_JML","money","money",1,"Read","wage","Study1","F","Study Phase",1768,"Recall1","USM"
"W10194212_mpn","minimun","money",1,"Read","wage","Study1","F","Study Phase",2536,"Recall1","USM"
"w547558","money","money",1,"Read","wage","Study1","F","Study Phase",829,"Recall1","USM"
"w10131227_grd","bubble","sentence",1,"Read","word","Study1","F","Study Phase",764,"Recall1","USM"
"W10140113ED","","sentence",1,"Read","word","Study1","F","Study Phase",854,"Recall1","USM"
"w10154105DM","","sentence",1,"Read","word","Study1","F","Study Phase",5144,"Recall1","USM"
"w10157700_CJP","sentence ","sentence",1,"Read","word","Study1","F","Study Phase",1682,"Recall1","USM"
"w10161018@usm.edu_JRM","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1684,"Recall1","USM"
"w10169795_mls","sentence","sentence",1,"Read","word","Study1","F","Study Phase",3034,"Recall1","USM"
"W10173435VPS","play","sentence",1,"Read","word","Study1","F","Study Phase",2026,"Recall1","USM"
"w10175420MM","","sentence",1,"Read","word","Study1","F","Study Phase",558,"Recall1","USM"
"w10175528_CLJ","","sentence",1,"Read","word","Study1","F","Study Phase",3812,"Recall1","USM"
"w10183245_ara","bank","sentence",1,"Read","word","Study1","F","Study Phase",845,"Recall1","USM"
"W10192914_JML","","sentence",1,"Read","word","Study1","F","Study Phase",1340,"Recall1","USM"
"W10194212_mpn","worm","sentence",1,"Read","word","Study1","F","Study Phase",2868,"Recall1","USM"
"w547558","sentence","sentence",1,"Read","word","Study1","F","Study Phase",842,"Recall1","USM"
"w10131227_grd","","rough",1,"Read","worm","Study1","M","Study Phase",6006,"Recall1","USM"
"W10140113ED","","rough",1,"Read","worm","Study1","M","Study Phase",857,"Recall1","USM"
"w10154105DM","mean","rough",1,"Read","worm","Study1","M","Study Phase",4436,"Recall1","USM"
"w10157700_CJP","ground","rough",1,"Read","worm","Study1","M","Study Phase",1934,"Recall1","USM"
"w10161018@usm.edu_JRM","","rough",1,"Read","worm","Study1","M","Study Phase",1587,"Recall1","USM"
"w10169795_mls","hook","rough",1,"Read","worm","Study1","M","Study Phase",10788,"Recall1","USM"
"W10173435VPS","rough","rough",1,"Read","worm","Study1","M","Study Phase",1821,"Recall1","USM"
"w10175420MM","","rough",1,"Read","worm","Study1","M","Study Phase",1387,"Recall1","USM"
"w10175528_CLJ","","rough",1,"Read","worm","Study1","M","Study Phase",410,"Recall1","USM"
"w10183245_ara","ground","rough",1,"Read","worm","Study1","M","Study Phase",874,"Recall1","USM"
"W10192914_JML","","rough",1,"Read","worm","Study1","M","Study Phase",1339,"Recall1","USM"
"W10194212_mpn","","rough",1,"Read","worm","Study1","M","Study Phase",1997,"Recall1","USM"
"w547558","ring","rough",1,"Read","worm","Study1","M","Study Phase",1455,"Recall1","USM"
"10129766MIB","love","love",3,"Read","affection","Study1","F","Study Phase2",1343,"Recall2","USM"
"10140033VDC","love","love",3,"Read","affection","Study1","F","Study Phase2",1391,"Recall2","USM"
"10176825K.L.","love","love",3,"Read","affection","Study1","F","Study Phase2",5947,"Recall2","USM"
"10187444CD","love","love",3,"Read","affection","Study1","F","Study Phase2",1753,"Recall2","USM"
"w10121326_RH","love","love",3,"Read","affection","Study1","F","Study Phase2",965,"Recall2","USM"
"w1015236-COT","love","love",3,"Read","affection","Study1","F","Study Phase2",202,"Recall2","USM"
"w10171197se","love","love",3,"Read","affection","Study1","F","Study Phase2",1219,"Recall2","USM"
"w10176000_clb","love","love",3,"Read","affection","Study1","F","Study Phase2",1030,"Recall2","USM"
"W10176979JJ","love","love",3,"Read","affection","Study1","F","Study Phase2",1316,"Recall2","USM"
"w10177080kt","sweet","love",3,"Read","affection","Study1","F","Study Phase2",1307,"Recall2","USM"
"w10184089","love","love",3,"Read","affection","Study1","F","Study Phase2",1717,"Recall2","USM"
"w10185331","love","love",3,"Read","affection","Study1","F","Study Phase2",4601,"Recall2","USM"
"w10192865SS","love","love",3,"Read","affection","Study1","F","Study Phase2",3242,"Recall2","USM"
"10129766MIB","tree","birthday",3,"Read","apple","Study1","M","Study Phase2",1083,"Recall2","USM"
"10140033VDC","tree","birthday",3,"Read","apple","Study1","M","Study Phase2",1417,"Recall2","USM"
"10176825K.L.","birthday","birthday",3,"Read","apple","Study1","M","Study Phase2",6578,"Recall2","USM"
"10187444CD","","birthday",3,"Read","apple","Study1","M","Study Phase2",882,"Recall2","USM"
"w10121326_RH","pen","birthday",3,"Read","apple","Study1","M","Study Phase2",1106,"Recall2","USM"
"w1015236-COT","pho e","birthday",3,"Read","apple","Study1","M","Study Phase2",93,"Recall2","USM"
"w10171197se","hand","birthday",3,"Read","apple","Study1","M","Study Phase2",1978,"Recall2","USM"
"w10176000_clb","tree","birthday",3,"Read","apple","Study1","M","Study Phase2",1181,"Recall2","USM"
"W10176979JJ","cake","birthday",3,"Read","apple","Study1","M","Study Phase2",2180,"Recall2","USM"
"w10177080kt","pie","birthday",3,"Read","apple","Study1","M","Study Phase2",1594,"Recall2","USM"
"w10184089","green","birthday",3,"Read","apple","Study1","M","Study Phase2",1079,"Recall2","USM"
"w10185331","birthday","birthday",3,"Read","apple","Study1","M","Study Phase2",4454,"Recall2","USM"
"w10192865SS","birthday","birthday",3,"Read","apple","Study1","M","Study Phase2",5125,"Recall2","USM"
"10129766MIB","hard","hard",3,"Read","ball","Study1","M","Study Phase2",1368,"Recall2","USM"
"10140033VDC","","hard",3,"Read","ball","Study1","M","Study Phase2",1290,"Recall2","USM"
"10176825K.L.","","hard",3,"Read","ball","Study1","M","Study Phase2",7145,"Recall2","USM"
"10187444CD","","hard",3,"Read","ball","Study1","M","Study Phase2",1107,"Recall2","USM"
"w10121326_RH","hard","hard",3,"Read","ball","Study1","M","Study Phase2",1105,"Recall2","USM"
"w1015236-COT","bounce","hard",3,"Read","ball","Study1","M","Study Phase2",77,"Recall2","USM"
"w10171197se","","hard",3,"Read","ball","Study1","M","Study Phase2",1962,"Recall2","USM"
"w10176000_clb","hard","hard",3,"Read","ball","Study1","M","Study Phase2",839,"Recall2","USM"
"W10176979JJ","","hard",3,"Read","ball","Study1","M","Study Phase2",1379,"Recall2","USM"
"w10177080kt","bat","hard",3,"Read","ball","Study1","M","Study Phase2",1389,"Recall2","USM"
"w10184089","base","hard",3,"Read","ball","Study1","M","Study Phase2",740,"Recall2","USM"
"w10185331","hard","hard",3,"Read","ball","Study1","M","Study Phase2",4645,"Recall2","USM"
"w10192865SS","rough","hard",3,"Read","ball","Study1","M","Study Phase2",3655,"Recall2","USM"
"10129766MIB","can","cry",3,"Read","beer","Study1","M","Study Phase2",1044,"Recall2","USM"
"10140033VDC","cry","cry",3,"Read","beer","Study1","M","Study Phase2",1510,"Recall2","USM"
"10176825K.L.","cry","cry",3,"Read","beer","Study1","M","Study Phase2",6691,"Recall2","USM"
"10187444CD","","cry",3,"Read","beer","Study1","M","Study Phase2",949,"Recall2","USM"
"w10121326_RH","cry","cry",3,"Read","beer","Study1","M","Study Phase2",899,"Recall2","USM"
"w1015236-COT","drink","cry",3,"Read","beer","Study1","M","Study Phase2",100,"Recall2","USM"
"w10171197se","chip","cry",3,"Read","beer","Study1","M","Study Phase2",1113,"Recall2","USM"
"w10176000_clb","brown","cry",3,"Read","beer","Study1","M","Study Phase2",818,"Recall2","USM"
"W10176979JJ","root","cry",3,"Read","beer","Study1","M","Study Phase2",2165,"Recall2","USM"
"w10177080kt","cold","cry",3,"Read","beer","Study1","M","Study Phase2",1075,"Recall2","USM"
"w10184089","pong","cry",3,"Read","beer","Study1","M","Study Phase2",595,"Recall2","USM"
"w10185331","cry","cry",3,"Read","beer","Study1","M","Study Phase2",4602,"Recall2","USM"
"w10192865SS","sad","cry",3,"Read","beer","Study1","M","Study Phase2",2622,"Recall2","USM"
"10129766MIB","white","day",3,"Read","black","Study1","M","Study Phase2",1129,"Recall2","USM"
"10140033VDC","day","day",3,"Read","black","Study1","M","Study Phase2",1365,"Recall2","USM"
"10176825K.L.","day","day",3,"Read","black","Study1","M","Study Phase2",6817,"Recall2","USM"
"10187444CD","white","day",3,"Read","black","Study1","M","Study Phase2",664,"Recall2","USM"
"w10121326_RH","","day",3,"Read","black","Study1","M","Study Phase2",1240,"Recall2","USM"
"w1015236-COT","dark","day",3,"Read","black","Study1","M","Study Phase2",379,"Recall2","USM"
"w10171197se","cherry","day",3,"Read","black","Study1","M","Study Phase2",3340,"Recall2","USM"
"w10176000_clb","day","day",3,"Read","black","Study1","M","Study Phase2",1193,"Recall2","USM"
"W10176979JJ","","day",3,"Read","black","Study1","M","Study Phase2",1427,"Recall2","USM"
"w10177080kt","white","day",3,"Read","black","Study1","M","Study Phase2",2857,"Recall2","USM"
"w10184089","cat","day",3,"Read","black","Study1","M","Study Phase2",1801,"Recall2","USM"
"w10185331","day","day",3,"Read","black","Study1","M","Study Phase2",3912,"Recall2","USM"
"w10192865SS","day","day",3,"Read","black","Study1","M","Study Phase2",3944,"Recall2","USM"
"10129766MIB","sweet","hand",3,"Read","cake","Study1","U","Study Phase2",1058,"Recall2","USM"
"10140033VDC","hand","hand",3,"Read","cake","Study1","U","Study Phase2",1264,"Recall2","USM"
"10176825K.L.","","hand",3,"Read","cake","Study1","U","Study Phase2",6059,"Recall2","USM"
"10187444CD","treat","hand",3,"Read","cake","Study1","U","Study Phase2",6082,"Recall2","USM"
"w10121326_RH","","hand",3,"Read","cake","Study1","U","Study Phase2",3304,"Recall2","USM"
"w1015236-COT","sweet","hand",3,"Read","cake","Study1","U","Study Phase2",180,"Recall2","USM"
"w10171197se","","hand",3,"Read","cake","Study1","U","Study Phase2",1644,"Recall2","USM"
"w10176000_clb","sweet","hand",3,"Read","cake","Study1","U","Study Phase2",1069,"Recall2","USM"
"W10176979JJ","","hand",3,"Read","cake","Study1","U","Study Phase2",1855,"Recall2","USM"
"w10177080kt","hand","hand",3,"Read","cake","Study1","U","Study Phase2",1510,"Recall2","USM"
"w10184089","pancake","hand",3,"Read","cake","Study1","U","Study Phase2",10612,"Recall2","USM"
"w10185331","hand","hand",3,"Read","cake","Study1","U","Study Phase2",5000,"Recall2","USM"
"w10192865SS","hand","hand",3,"Read","cake","Study1","U","Study Phase2",2165,"Recall2","USM"
"10129766MIB","hair","tooth",3,"Read","comb","Study1","M","Study Phase2",1058,"Recall2","USM"
"10140033VDC","tooth","tooth",3,"Read","comb","Study1","M","Study Phase2",1494,"Recall2","USM"
"10176825K.L.","tooth","tooth",3,"Read","comb","Study1","M","Study Phase2",7746,"Recall2","USM"
"10187444CD","tots","tooth",3,"Read","comb","Study1","M","Study Phase2",4212,"Recall2","USM"
"w10121326_RH","","tooth",3,"Read","comb","Study1","M","Study Phase2",1558,"Recall2","USM"
"w1015236-COT","hair","tooth",3,"Read","comb","Study1","M","Study Phase2",71,"Recall2","USM"
"w10171197se","hair","tooth",3,"Read","comb","Study1","M","Study Phase2",1028,"Recall2","USM"
"w10176000_clb","brush","tooth",3,"Read","comb","Study1","M","Study Phase2",926,"Recall2","USM"
"W10176979JJ","tooth","tooth",3,"Read","comb","Study1","M","Study Phase2",2410,"Recall2","USM"
"w10177080kt","hair","tooth",3,"Read","comb","Study1","M","Study Phase2",1517,"Recall2","USM"
"w10184089","","tooth",3,"Read","comb","Study1","M","Study Phase2",567,"Recall2","USM"
"w10185331","tooth","tooth",3,"Read","comb","Study1","M","Study Phase2",3942,"Recall2","USM"
"w10192865SS","teeth","tooth",3,"Read","comb","Study1","M","Study Phase2",4797,"Recall2","USM"
"10129766MIB","pop","election",3,"Read","crackle","Study1","U","Study Phase2",1393,"Recall2","USM"
"10140033VDC","","election",3,"Read","crackle","Study1","U","Study Phase2",1411,"Recall2","USM"
"10176825K.L.","election","election",3,"Read","crackle","Study1","U","Study Phase2",6962,"Recall2","USM"
"10187444CD","","election",3,"Read","crackle","Study1","U","Study Phase2",2588,"Recall2","USM"
"w10121326_RH","","election",3,"Read","crackle","Study1","U","Study Phase2",1919,"Recall2","USM"
"w1015236-COT","pop","election",3,"Read","crackle","Study1","U","Study Phase2",283,"Recall2","USM"
"w10171197se","fire","election",3,"Read","crackle","Study1","U","Study Phase2",1128,"Recall2","USM"
"w10176000_clb","popcorn ","election",3,"Read","crackle","Study1","U","Study Phase2",819,"Recall2","USM"
"W10176979JJ","pop","election",3,"Read","crackle","Study1","U","Study Phase2",2402,"Recall2","USM"
"w10177080kt","pop","election",3,"Read","crackle","Study1","U","Study Phase2",1379,"Recall2","USM"
"w10184089","jump","election",3,"Read","crackle","Study1","U","Study Phase2",54547,"Recall2","USM"
"w10185331","election","election",3,"Read","crackle","Study1","U","Study Phase2",5663,"Recall2","USM"
"w10192865SS","election","election",3,"Read","crackle","Study1","U","Study Phase2",4559,"Recall2","USM"
"10129766MIB","card","card",3,"Read","credit","Study1","F","Study Phase2",1142,"Recall2","USM"
"10140033VDC","card","card",3,"Read","credit","Study1","F","Study Phase2",1284,"Recall2","USM"
"10176825K.L.","card","card",3,"Read","credit","Study1","F","Study Phase2",5661,"Recall2","USM"
"10187444CD","card","card",3,"Read","credit","Study1","F","Study Phase2",902,"Recall2","USM"
"w10121326_RH","card","card",3,"Read","credit","Study1","F","Study Phase2",1138,"Recall2","USM"
"w1015236-COT","card","card",3,"Read","credit","Study1","F","Study Phase2",102,"Recall2","USM"
"w10171197se","card","card",3,"Read","credit","Study1","F","Study Phase2",1609,"Recall2","USM"
"w10176000_clb","card","card",3,"Read","credit","Study1","F","Study Phase2",1184,"Recall2","USM"
"W10176979JJ","card","card",3,"Read","credit","Study1","F","Study Phase2",1831,"Recall2","USM"
"w10177080kt","card","card",3,"Read","credit","Study1","F","Study Phase2",1303,"Recall2","USM"
"w10184089","card","card",3,"Read","credit","Study1","F","Study Phase2",2089,"Recall2","USM"
"w10185331","card","card",3,"Read","credit","Study1","F","Study Phase2",2279,"Recall2","USM"
"w10192865SS","card","card",3,"Read","credit","Study1","F","Study Phase2",2372,"Recall2","USM"
"10129766MIB","football","lion",3,"Read","flag","Study1","M","Study Phase2",1176,"Recall2","USM"
"10140033VDC","pole","lion",3,"Read","flag","Study1","M","Study Phase2",1441,"Recall2","USM"
"10176825K.L.","","lion",3,"Read","flag","Study1","M","Study Phase2",6278,"Recall2","USM"
"10187444CD","lion","lion",3,"Read","flag","Study1","M","Study Phase2",2079,"Recall2","USM"
"w10121326_RH","sign","lion",3,"Read","flag","Study1","M","Study Phase2",1790,"Recall2","USM"
"w1015236-COT","pole","lion",3,"Read","flag","Study1","M","Study Phase2",399,"Recall2","USM"
"w10171197se","","lion",3,"Read","flag","Study1","M","Study Phase2",1153,"Recall2","USM"
"w10176000_clb","us","lion",3,"Read","flag","Study1","M","Study Phase2",1928,"Recall2","USM"
"W10176979JJ","","lion",3,"Read","flag","Study1","M","Study Phase2",1763,"Recall2","USM"
"w10177080kt","","lion",3,"Read","flag","Study1","M","Study Phase2",1310,"Recall2","USM"
"w10184089","","lion",3,"Read","flag","Study1","M","Study Phase2",2909,"Recall2","USM"
"w10185331","lion","lion",3,"Read","flag","Study1","M","Study Phase2",3876,"Recall2","USM"
"w10192865SS","lion","lion",3,"Read","flag","Study1","M","Study Phase2",6759,"Recall2","USM"
"10129766MIB","boring","circle",3,"Read","fun","Study1","M","Study Phase2",1046,"Recall2","USM"
"10140033VDC","games","circle",3,"Read","fun","Study1","M","Study Phase2",1372,"Recall2","USM"
"10176825K.L.","","circle",3,"Read","fun","Study1","M","Study Phase2",6945,"Recall2","USM"
"10187444CD","","circle",3,"Read","fun","Study1","M","Study Phase2",5821,"Recall2","USM"
"w10121326_RH","","circle",3,"Read","fun","Study1","M","Study Phase2",1973,"Recall2","USM"
"w1015236-COT","jump","circle",3,"Read","fun","Study1","M","Study Phase2",365,"Recall2","USM"
"w10171197se","","circle",3,"Read","fun","Study1","M","Study Phase2",964,"Recall2","USM"
"w10176000_clb","circle","circle",3,"Read","fun","Study1","M","Study Phase2",810,"Recall2","USM"
"W10176979JJ","","circle",3,"Read","fun","Study1","M","Study Phase2",1322,"Recall2","USM"
"w10177080kt","bad","circle",3,"Read","fun","Study1","M","Study Phase2",1286,"Recall2","USM"
"w10184089","cicles","circle",3,"Read","fun","Study1","M","Study Phase2",1947,"Recall2","USM"
"w10185331","circle","circle",3,"Read","fun","Study1","M","Study Phase2",5764,"Recall2","USM"
"w10192865SS","circle","circle",3,"Read","fun","Study1","M","Study Phase2",4778,"Recall2","USM"
"10129766MIB","hair","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1093,"Recall2","USM"
"10140033VDC","rug","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1446,"Recall2","USM"
"10176825K.L.","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",7312,"Recall2","USM"
"10187444CD","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",953,"Recall2","USM"
"w10121326_RH","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1949,"Recall2","USM"
"w1015236-COT","soft","bang",3,"Read","fuzzy","Study1","U","Study Phase2",222,"Recall2","USM"
"w10171197se","cloth","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1876,"Recall2","USM"
"w10176000_clb","bear","bang",3,"Read","fuzzy","Study1","U","Study Phase2",2117,"Recall2","USM"
"W10176979JJ","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",2985,"Recall2","USM"
"w10177080kt","hard","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1135,"Recall2","USM"
"w10184089","cold","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1519,"Recall2","USM"
"w10185331","bang","bang",3,"Read","fuzzy","Study1","U","Study Phase2",4950,"Recall2","USM"
"w10192865SS","hit","bang",3,"Read","fuzzy","Study1","U","Study Phase2",4327,"Recall2","USM"
"10129766MIB","steak","steak",3,"Read","give","Study1","U","Study Phase2",1488,"Recall2","USM"
"10140033VDC","","steak",3,"Read","give","Study1","U","Study Phase2",1978,"Recall2","USM"
"10176825K.L.","","steak",3,"Read","give","Study1","U","Study Phase2",8461,"Recall2","USM"
"10187444CD","take","steak",3,"Read","give","Study1","U","Study Phase2",798,"Recall2","USM"
"w10121326_RH","steak","steak",3,"Read","give","Study1","U","Study Phase2",1836,"Recall2","USM"
"w1015236-COT","thanks","steak",3,"Read","give","Study1","U","Study Phase2",58,"Recall2","USM"
"w10171197se","hand","steak",3,"Read","give","Study1","U","Study Phase2",986,"Recall2","USM"
"w10176000_clb","thanks","steak",3,"Read","give","Study1","U","Study Phase2",1072,"Recall2","USM"
"W10176979JJ","take","steak",3,"Read","give","Study1","U","Study Phase2",1926,"Recall2","USM"
"w10177080kt","hand","steak",3,"Read","give","Study1","U","Study Phase2",1025,"Recall2","USM"
"w10184089","groe","steak",3,"Read","give","Study1","U","Study Phase2",1977,"Recall2","USM"
"w10185331","steak","steak",3,"Read","give","Study1","U","Study Phase2",6036,"Recall2","USM"
"w10192865SS","meat","steak",3,"Read","give","Study1","U","Study Phase2",3484,"Recall2","USM"
"10129766MIB","shake","wedding",3,"Read","hand","Study1","M","Study Phase2",1082,"Recall2","USM"
"10140033VDC","scalp","wedding",3,"Read","hand","Study1","M","Study Phase2",1461,"Recall2","USM"
"10176825K.L.","","wedding",3,"Read","hand","Study1","M","Study Phase2",6968,"Recall2","USM"
"10187444CD","shake","wedding",3,"Read","hand","Study1","M","Study Phase2",4096,"Recall2","USM"
"w10121326_RH","marriage","wedding",3,"Read","hand","Study1","M","Study Phase2",1427,"Recall2","USM"
"w1015236-COT","right","wedding",3,"Read","hand","Study1","M","Study Phase2",117,"Recall2","USM"
"w10171197se","wedding","wedding",3,"Read","hand","Study1","M","Study Phase2",1315,"Recall2","USM"
"w10176000_clb","wedding","wedding",3,"Read","hand","Study1","M","Study Phase2",1298,"Recall2","USM"
"W10176979JJ","cake","wedding",3,"Read","hand","Study1","M","Study Phase2",1388,"Recall2","USM"
"w10177080kt","finger","wedding",3,"Read","hand","Study1","M","Study Phase2",1196,"Recall2","USM"
"w10184089","down","wedding",3,"Read","hand","Study1","M","Study Phase2",659,"Recall2","USM"
"w10185331","wedding","wedding",3,"Read","hand","Study1","M","Study Phase2",5567,"Recall2","USM"
"w10192865SS","cake","wedding",3,"Read","hand","Study1","M","Study Phase2",3473,"Recall2","USM"
"10129766MIB","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",1450,"Recall2","USM"
"10140033VDC","shower","clean",3,"Read","hygiene","Study1","F","Study Phase2",1186,"Recall2","USM"
"10176825K.L.","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",6862,"Recall2","USM"
"10187444CD","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",1712,"Recall2","USM"
"w10121326_RH","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",2180,"Recall2","USM"
"w1015236-COT","dental","clean",3,"Read","hygiene","Study1","F","Study Phase2",249,"Recall2","USM"
"w10171197se","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",3296,"Recall2","USM"
"w10176000_clb","shower","clean",3,"Read","hygiene","Study1","F","Study Phase2",1059,"Recall2","USM"
"W10176979JJ","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",1629,"Recall2","USM"
"w10177080kt","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",1799,"Recall2","USM"
"w10184089","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",504,"Recall2","USM"
"w10185331","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",5113,"Recall2","USM"
"w10192865SS","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",2743,"Recall2","USM"
"10129766MIB","high","bat",3,"Read","jump","Study1","M","Study Phase2",710,"Recall2","USM"
"10140033VDC","bat","bat",3,"Read","jump","Study1","M","Study Phase2",1343,"Recall2","USM"
"10176825K.L.","","bat",3,"Read","jump","Study1","M","Study Phase2",5279,"Recall2","USM"
"10187444CD","","bat",3,"Read","jump","Study1","M","Study Phase2",5350,"Recall2","USM"
"w10121326_RH","","bat",3,"Read","jump","Study1","M","Study Phase2",1318,"Recall2","USM"
"w1015236-COT","fun","bat",3,"Read","jump","Study1","M","Study Phase2",52,"Recall2","USM"
"w10171197se","space","bat",3,"Read","jump","Study1","M","Study Phase2",1217,"Recall2","USM"
"w10176000_clb","trampoline","bat",3,"Read","jump","Study1","M","Study Phase2",1491,"Recall2","USM"
"W10176979JJ","bat","bat",3,"Read","jump","Study1","M","Study Phase2",2638,"Recall2","USM"
"w10177080kt","up","bat",3,"Read","jump","Study1","M","Study Phase2",1386,"Recall2","USM"
"w10184089","up","bat",3,"Read","jump","Study1","M","Study Phase2",532,"Recall2","USM"
"w10185331","wall","bat",3,"Read","jump","Study1","M","Study Phase2",5731,"Recall2","USM"
"w10192865SS","bat","bat",3,"Read","jump","Study1","M","Study Phase2",6408,"Recall2","USM"
"10129766MIB","car","rod",3,"Read","keys","Study1","U","Study Phase2",1056,"Recall2","USM"
"10140033VDC","ring","rod",3,"Read","keys","Study1","U","Study Phase2",1303,"Recall2","USM"
"10176825K.L.","hard","rod",3,"Read","keys","Study1","U","Study Phase2",6560,"Recall2","USM"
"10187444CD","rod","rod",3,"Read","keys","Study1","U","Study Phase2",2541,"Recall2","USM"
"w10121326_RH","","rod",3,"Read","keys","Study1","U","Study Phase2",2005,"Recall2","USM"
"w1015236-COT","home","rod",3,"Read","keys","Study1","U","Study Phase2",132,"Recall2","USM"
"w10171197se","","rod",3,"Read","keys","Study1","U","Study Phase2",956,"Recall2","USM"
"w10176000_clb","door","rod",3,"Read","keys","Study1","U","Study Phase2",874,"Recall2","USM"
"W10176979JJ","phone","rod",3,"Read","keys","Study1","U","Study Phase2",1463,"Recall2","USM"
"w10177080kt","car","rod",3,"Read","keys","Study1","U","Study Phase2",1413,"Recall2","USM"
"w10184089","car","rod",3,"Read","keys","Study1","U","Study Phase2",1245,"Recall2","USM"
"w10185331","rod","rod",3,"Read","keys","Study1","U","Study Phase2",5342,"Recall2","USM"
"w10192865SS","","rod",3,"Read","keys","Study1","U","Study Phase2",3855,"Recall2","USM"
"10129766MIB","ear","fiction",3,"Read","listen","Study1","U","Study Phase2",1350,"Recall2","USM"
"10140033VDC","","fiction",3,"Read","listen","Study1","U","Study Phase2",1492,"Recall2","USM"
"10176825K.L.","","fiction",3,"Read","listen","Study1","U","Study Phase2",7095,"Recall2","USM"
"10187444CD","fiction","fiction",3,"Read","listen","Study1","U","Study Phase2",1742,"Recall2","USM"
"w10121326_RH","","fiction",3,"Read","listen","Study1","U","Study Phase2",967,"Recall2","USM"
"w1015236-COT","hear","fiction",3,"Read","listen","Study1","U","Study Phase2",419,"Recall2","USM"
"w10171197se","ear","fiction",3,"Read","listen","Study1","U","Study Phase2",1878,"Recall2","USM"
"w10176000_clb","ear","fiction",3,"Read","listen","Study1","U","Study Phase2",851,"Recall2","USM"
"W10176979JJ","hear","fiction",3,"Read","listen","Study1","U","Study Phase2",1938,"Recall2","USM"
"w10177080kt","ear","fiction",3,"Read","listen","Study1","U","Study Phase2",1223,"Recall2","USM"
"w10184089","hear","fiction",3,"Read","listen","Study1","U","Study Phase2",7870,"Recall2","USM"
"w10185331","fiction","fiction",3,"Read","listen","Study1","U","Study Phase2",5950,"Recall2","USM"
"w10192865SS","","fiction",3,"Read","listen","Study1","U","Study Phase2",2901,"Recall2","USM"
"10129766MIB","box","trash",3,"Read","litter","Study1","F","Study Phase2",1156,"Recall2","USM"
"10140033VDC","cat","trash",3,"Read","litter","Study1","F","Study Phase2",1646,"Recall2","USM"
"10176825K.L.","trash","trash",3,"Read","litter","Study1","F","Study Phase2",7016,"Recall2","USM"
"10187444CD","trash","trash",3,"Read","litter","Study1","F","Study Phase2",3119,"Recall2","USM"
"w10121326_RH","","trash",3,"Read","litter","Study1","F","Study Phase2",1483,"Recall2","USM"
"w1015236-COT","box","trash",3,"Read","litter","Study1","F","Study Phase2",480,"Recall2","USM"
"w10171197se","trash","trash",3,"Read","litter","Study1","F","Study Phase2",1661,"Recall2","USM"
"w10176000_clb","trash","trash",3,"Read","litter","Study1","F","Study Phase2",757,"Recall2","USM"
"W10176979JJ","trash","trash",3,"Read","litter","Study1","F","Study Phase2",2849,"Recall2","USM"
"w10177080kt","cat","trash",3,"Read","litter","Study1","F","Study Phase2",965,"Recall2","USM"
"w10184089","trash","trash",3,"Read","litter","Study1","F","Study Phase2",796,"Recall2","USM"
"w10185331","trash","trash",3,"Read","litter","Study1","F","Study Phase2",4749,"Recall2","USM"
"w10192865SS","trash","trash",3,"Read","litter","Study1","F","Study Phase2",2889,"Recall2","USM"
"10129766MIB","sound","war",3,"Read","loud","Study1","M","Study Phase2",1124,"Recall2","USM"
"10140033VDC","sound","war",3,"Read","loud","Study1","M","Study Phase2",1740,"Recall2","USM"
"10176825K.L.","war","war",3,"Read","loud","Study1","M","Study Phase2",6032,"Recall2","USM"
"10187444CD","war","war",3,"Read","loud","Study1","M","Study Phase2",4101,"Recall2","USM"
"w10121326_RH","war","war",3,"Read","loud","Study1","M","Study Phase2",1223,"Recall2","USM"
