"Username","Stimuli.Cue","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.JOL"
"5d4b085ef76ba3001c7510de","SUMMER","SNOW","M",2
"5d4b085ef76ba3001c7510de","MIRROR","CHILDREN","U",0
"5d4b085ef76ba3001c7510de","INCENSE","SMELL","F",80
"5d4b085ef76ba3001c7510de","MAZE","PHONE","U",0
"5d4b085ef76ba3001c7510de","ORCHID","FLOWER","F",90
"5d4b085ef76ba3001c7510de","BENCH","HORN","U",0
"5d4b085ef76ba3001c7510de","LEASE","TOIL","U",0
"5d4b085ef76ba3001c7510de","HERD","COW","F",68
"5d4b085ef76ba3001c7510de","HARD","COTTON","M",0
"5da8edc60f9c9c0017526948","MULE","DONKEY","F",40
"5da8edc60f9c9c0017526948","LION","STRIPES","M",0
"5da8edc60f9c9c0017526948","TUNA","FISH","F",80
"5da8edc60f9c9c0017526948","BIRTHDAY","PIE","M",20
"5da8edc60f9c9c0017526948","CIRCLE","DANCE","M",0
"5da8edc60f9c9c0017526948","VALLEY","PEAK","M",10
"5da8edc60f9c9c0017526948","BEACH","BOX","M",0
"5da8edc60f9c9c0017526948","BRIDGE","WATER","F",50
"5da8edc60f9c9c0017526948","SHELL","SHAKE","U",10
"5da8edc60f9c9c0017526948","GRILL","THIGH","M",30
"5da8edc60f9c9c0017526948","DIETARY","SACK","U",10
"5da8edc60f9c9c0017526948","STRETCH","CLOTH","U",20
"5da8edc60f9c9c0017526948","SOON","BELT","U",10
"5da8edc60f9c9c0017526948","DAY","DARK","M",30
"5da8edc60f9c9c0017526948","HERD","COW","F",80
"5da8edc60f9c9c0017526948","TREE","SYRUP","M",70
"5da8edc60f9c9c0017526948","HEAVY","FEATHER","M",40
"5da8edc60f9c9c0017526948","OVEN","BASKET","M",20
"5da8edc60f9c9c0017526948","KING","VASE","U",10
"5da8edc60f9c9c0017526948","LITTER","TRASH","F",80
"5da8edc60f9c9c0017526948","BENCH","HORN","U",10
"5da8edc60f9c9c0017526948","TEMPERATURE","MORNING","U",30
"5da8edc60f9c9c0017526948","ORCHID","FLOWER","F",90
"5da8edc60f9c9c0017526948","WASP","BUG","F",80
"5da8edc60f9c9c0017526948","KEYS","ROD","U",10
"5da8edc60f9c9c0017526948","RAZOR","MUSCLE","M",10
"5da8edc60f9c9c0017526948","CRY","BOTTLE","M",10
"5da8edc60f9c9c0017526948","LEASE","TOIL","U",10
"5da8edc60f9c9c0017526948","ROOT","PLANT","F",40
"5da8edc60f9c9c0017526948","CREDIT","CARD","F",90
"5da8edc60f9c9c0017526948","EYES","SMELL","M",0
"5da8edc60f9c9c0017526948","SWAN","BIRD","F",80
"5da8edc60f9c9c0017526948","GIVE","STEAK","U",20
"5da8edc60f9c9c0017526948","SUGAR","RIDDLE","U",10
"5da8edc60f9c9c0017526948","DEATH","BUSINESS","U",30
"5da8edc60f9c9c0017526948","WAR","QUIET","M",10
"5da8edc60f9c9c0017526948","WINDOW","KNOB","M",20
"5da8edc60f9c9c0017526948","STRONG","ACCIDENT","U",10
"5da8edc60f9c9c0017526948","BOTH","OUNCE","U",10
"5da8edc60f9c9c0017526948","SICK","HIDE","U",50
"5da8edc60f9c9c0017526948","NURSE","LAWYER","M",20
"5da8edc60f9c9c0017526948","BAT","BOUNCE","M",10
"5da8edc60f9c9c0017526948","LISTEN","FICTION","U",10
"5da8edc60f9c9c0017526948","SCHOOL","STOP","M",40
"5da8edc60f9c9c0017526948","BLAZE","FIRE","F",70
"5da8edc60f9c9c0017526948","MIRROR","MAROON","U",10
"5da8edc60f9c9c0017526948","HAPPY","CAR","U",10
"5da8edc60f9c9c0017526948","LEAGUE","BASEBALL","F",70
"5da8edc60f9c9c0017526948","CHILL","COLD","F",70
"5da8edc60f9c9c0017526948","ROUGH","SILK","M",10
"5da8edc60f9c9c0017526948","PANTS","COLLAR","M",40
"5da8edc60f9c9c0017526948","TOOTH","HAIR","M",30
"5da8edc60f9c9c0017526948","CHISEL","HAMMER","F",40
"5da8edc60f9c9c0017526948","NAP","SLEEP","F",80
"5da8edc60f9c9c0017526948","ART","WOLF","U",40
"5da8edc60f9c9c0017526948","MIRROR","CHILDREN","U",10
"5da8edc60f9c9c0017526948","FUZZY","BANG","U",10
"5da8edc60f9c9c0017526948","HORNET","STING","F",70
"5da8edc60f9c9c0017526948","VEHICLE","CHARM","U",30
"5da8edc60f9c9c0017526948","REALITY","ISLAND","M",10
"5da8edc60f9c9c0017526948","MAZE","PHONE","U",10
"5da8edc60f9c9c0017526948","FEUD","FIGHT","F",10
"5da8edc60f9c9c0017526948","INCENSE","SMELL","F",80
"5da8edc60f9c9c0017526948","RAKE","SEED","M",20
"5da8edc60f9c9c0017526948","CRACKLE","ELECTION","U",10
"5da8edc60f9c9c0017526948","AFFECTION","LOVE","F",50
"5da8edc60f9c9c0017526948","MEAT","KEYS","U",10
"5da8edc60f9c9c0017526948","SUMMER","SNOW","M",50
"5da8edc60f9c9c0017526948","SIGN","TICK","U",10
"5da8edc60f9c9c0017526948","CHOP","CUT","F",80
"5da8edc60f9c9c0017526948","TRAP","CAVE","M",10
"5da8edc60f9c9c0017526948","HARD","COTTON","M",10
"5da8edc60f9c9c0017526948","PUSH","CLUTTER","U",10
"5da8edc60f9c9c0017526948","ATTIRE","CLOTHES","F",90
"5da8edc60f9c9c0017526948","CAKE","HAND","U",10
"5da8edc60f9c9c0017526948","WORD","SENTENCE","F",80
"5da8edc60f9c9c0017526948","ARTERY","BRONZE","U",0
"5da8edc60f9c9c0017526948","CACTUS","PLANT","F",80
"5da8edc60f9c9c0017526948","SIP","DRINK","F",80
"5da8edc60f9c9c0017526948","SOAP","DRINK","M",30
"5da8edc60f9c9c0017526948","WEDDING","FINGER","M",10
"5da8edc60f9c9c0017526948","CHERRY","RED","F",70
"5da8edc60f9c9c0017526948","CEILING","CARPET","M",10
"5da8edc60f9c9c0017526948","DOCUMENT","PAPER","F",70
"5da8edc60f9c9c0017526948","SCALP","HEAD","F",70
"5da8edc60f9c9c0017526948","HYGIENE","CLEAN","F",90
"5da8edc60f9c9c0017526948","HORSE","WHEEL","M",20
"5da8edc60f9c9c0017526948","CASH","STUDY","U",10
"5da8edc60f9c9c0017526948","PILL","BOTTLE","F",60
"5da8edc60f9c9c0017526948","WAGE","MONEY","F",80
"5daa226125a3890016e53b07","GIVE","STEAK","U",0
"5daa226125a3890016e53b07","TRAP","CAVE","M",2
"5daa226125a3890016e53b07","KING","VASE","U",1
"5daa226125a3890016e53b07","SOON","BELT","U",1
"5daa226125a3890016e53b07","SOAP","DRINK","M",0
"5daa226125a3890016e53b07","FUZZY","BANG","U",0
"5daa226125a3890016e53b07","CASH","STUDY","U",25
"5daa226125a3890016e53b07","GRILL","THIGH","M",0
"5daa226125a3890016e53b07","BOTH","OUNCE","U",0
"5daa226125a3890016e53b07","DIETARY","SACK","U",0
"5daa226125a3890016e53b07","NURSE","LAWYER","M",5
"5daa226125a3890016e53b07","TOOTH","HAIR","M",0
"5daa226125a3890016e53b07","CAKE","HAND","U",0
"5daa226125a3890016e53b07","TUNA","FISH","F",50
"5daa226125a3890016e53b07","MEAT","KEYS","U",0
"5daa226125a3890016e53b07","ROOT","PLANT","F",25
"5daa226125a3890016e53b07","LITTER","TRASH","F",50
"5daa226125a3890016e53b07","WEDDING","FINGER","M",0
"5daa226125a3890016e53b07","CREDIT","CARD","F",75
"5daa226125a3890016e53b07","DOCUMENT","PAPER","F",75
"5daa226125a3890016e53b07","DAY","DARK","M",75
"5daa226125a3890016e53b07","SIGN","TICK","U",0
"5daa226125a3890016e53b07","LEAGUE","BASEBALL","F",75
"5daa226125a3890016e53b07","MAZE","PHONE","U",0
"5daa226125a3890016e53b07","TREE","SYRUP","M",NA
"5daa226125a3890016e53b07","MIRROR","MAROON","U",0
"5daa226125a3890016e53b07","HORNET","STING","F",80
"5daa226125a3890016e53b07","WASP","BUG","F",80
"5daa226125a3890016e53b07","HERD","COW","F",50
"5daa226125a3890016e53b07","VALLEY","PEAK","M",25
"5daa226125a3890016e53b07","TEMPERATURE","MORNING","U",0
"5daa226125a3890016e53b07","SUMMER","SNOW","M",0
"5daa226125a3890016e53b07","HARD","COTTON","M",0
"5daa226125a3890016e53b07","BIRTHDAY","PIE","M",0
"5daa226125a3890016e53b07","CHERRY","RED","F",50
"5daa226125a3890016e53b07","KEYS","ROD","U",0
"5daa226125a3890016e53b07","ART","WOLF","U",0
"5daa226125a3890016e53b07","HYGIENE","CLEAN","F",25
"5daa226125a3890016e53b07","RAKE","SEED","M",0
"5daa226125a3890016e53b07","SCHOOL","STOP","M",25
"5daa226125a3890016e53b07","INCENSE","SMELL","F",25
"5daa226125a3890016e53b07","ATTIRE","CLOTHES","F",75
"5daa226125a3890016e53b07","WORD","SENTENCE","F",75
"5daa226125a3890016e53b07","FEUD","FIGHT","F",75
"5daa226125a3890016e53b07","WINDOW","KNOB","M",0
"5daa226125a3890016e53b07","MULE","DONKEY","F",50
"5daa226125a3890016e53b07","MIRROR","CHILDREN","U",0
"5daa226125a3890016e53b07","ORCHID","FLOWER","F",80
"5daa226125a3890016e53b07","STRONG","ACCIDENT","U",0
"5daa226125a3890016e53b07","DEATH","BUSINESS","U",0
"5daa226125a3890016e53b07","WAR","QUIET","M",0
"5daa226125a3890016e53b07","HORSE","WHEEL","M",0
"5daa226125a3890016e53b07","OVEN","BASKET","M",0
"5daa226125a3890016e53b07","SUGAR","RIDDLE","U",0
"5daa226125a3890016e53b07","STRETCH","CLOTH","U",0
"5daa226125a3890016e53b07","BRIDGE","WATER","F",25
"5daa226125a3890016e53b07","SHELL","SHAKE","U",0
"5daa226125a3890016e53b07","PUSH","CLUTTER","U",0
"5daa226125a3890016e53b07","CRY","BOTTLE","M",0
"5daa226125a3890016e53b07","HEAVY","FEATHER","M",0
"5daa226125a3890016e53b07","BEACH","BOX","M",0
"5daa226125a3890016e53b07","CHOP","CUT","F",0
"5daa226125a3890016e53b07","REALITY","ISLAND","M",0
"5daa226125a3890016e53b07","CRACKLE","ELECTION","U",0
"5daa226125a3890016e53b07","RAZOR","MUSCLE","M",0
"5daa226125a3890016e53b07","ROUGH","SILK","M",0
"5daa226125a3890016e53b07","LION","STRIPES","M",0
"5daa226125a3890016e53b07","BAT","BOUNCE","M",0
"5daa226125a3890016e53b07","CIRCLE","DANCE","M",NA
"5daa226125a3890016e53b07","NAP","SLEEP","F",75
"5daa226125a3890016e53b07","CACTUS","PLANT","F",50
"5daa226125a3890016e53b07","HAPPY","CAR","U",0
"5daa226125a3890016e53b07","WAGE","MONEY","F",25
"5daa226125a3890016e53b07","SCALP","HEAD","F",75
"5daa226125a3890016e53b07","SWAN","BIRD","F",60
"5daa226125a3890016e53b07","EYES","SMELL","M",0
"5daa226125a3890016e53b07","BENCH","HORN","U",0
"5daa226125a3890016e53b07","PILL","BOTTLE","F",50
"5daa226125a3890016e53b07","CHISEL","HAMMER","F",50
"5daa226125a3890016e53b07","AFFECTION","LOVE","F",75
"5daa226125a3890016e53b07","CEILING","CARPET","M",0
"5daa226125a3890016e53b07","SIP","DRINK","F",80
"5daa226125a3890016e53b07","ARTERY","BRONZE","U",0
"5daa226125a3890016e53b07","LISTEN","FICTION","U",0
"5daa226125a3890016e53b07","VEHICLE","CHARM","U",NA
"5daa226125a3890016e53b07","CHILL","COLD","F",75
"5daa226125a3890016e53b07","SICK","HIDE","U",0
"5daa226125a3890016e53b07","LEASE","TOIL","U",0
"5daa226125a3890016e53b07","BLAZE","FIRE","F",25
"5daa226125a3890016e53b07","PANTS","COLLAR","M",0
"5f356a45273930520ded9451","MULE","DONKEY","F",20
"5f356a45273930520ded9451","SHELL","SHAKE","U",10
"5f356a45273930520ded9451","ROOT","PLANT","F",90
"5f356a45273930520ded9451","HORNET","STING","F",80
"5f356a45273930520ded9451","MIRROR","MAROON","U",0
"5f356a45273930520ded9451","CASH","STUDY","U",0
"5f356a45273930520ded9451","SIP","DRINK","F",100
"5f356a45273930520ded9451","AFFECTION","LOVE","F",90
"5f356a45273930520ded9451","GRILL","THIGH","M",50
"5f356a45273930520ded9451","WINDOW","KNOB","M",20
"5f356a45273930520ded9451","BEACH","BOX","M",0
"5f356a45273930520ded9451","OVEN","BASKET","M",0
"5f356a45273930520ded9451","TRAP","CAVE","M",10
"5f356a45273930520ded9451","TEMPERATURE","MORNING","U",20
"5f356a45273930520ded9451","WAR","QUIET","M",0
"5f356a45273930520ded9451","VEHICLE","CHARM","U",0
"5f356a45273930520ded9451","KING","VASE","U",0
"5f356a45273930520ded9451","MAZE","PHONE","U",0
"5f356a45273930520ded9451","CHILL","COLD","F",100
"5f356a45273930520ded9451","LEASE","TOIL","U",0
"5f356a45273930520ded9451","CRACKLE","ELECTION","U",0
"5f356a45273930520ded9451","REALITY","ISLAND","M",20
"5f356a45273930520ded9451","NURSE","LAWYER","M",0
"5f356a45273930520ded9451","RAKE","SEED","M",10
"5f356a45273930520ded9451","HORSE","WHEEL","M",10
"5f356a45273930520ded9451","PUSH","CLUTTER","U",5
"5f356a45273930520ded9451","CHOP","CUT","F",70
"5f356a45273930520ded9451","WASP","BUG","F",85
"5f356a45273930520ded9451","TUNA","FISH","F",100
"5f356a45273930520ded9451","ROUGH","SILK","M",0
"5f356a45273930520ded9451","DEATH","BUSINESS","U",10
"5f356a45273930520ded9451","FEUD","FIGHT","F",78
"5f356a45273930520ded9451","WAGE","MONEY","F",100
"5f356a45273930520ded9451","CREDIT","CARD","F",99
"5f356a45273930520ded9451","CEILING","CARPET","M",10
"5f356a45273930520ded9451","SWAN","BIRD","F",50
"5f356a45273930520ded9451","STRONG","ACCIDENT","U",0
"5f356a45273930520ded9451","FUZZY","BANG","U",0
"5f356a45273930520ded9451","ATTIRE","CLOTHES","F",100
"5f356a45273930520ded9451","BLAZE","FIRE","F",99
"5f356a45273930520ded9451","SOON","BELT","U",0
"5f356a45273930520ded9451","ART","WOLF","U",0
"5f356a45273930520ded9451","HEAVY","FEATHER","M",0
"5f356a45273930520ded9451","INCENSE","SMELL","F",90
"5f356a45273930520ded9451","HARD","COTTON","M",0
"5f356a45273930520ded9451","LION","STRIPES","M",0
"5f356a45273930520ded9451","CHISEL","HAMMER","F",5
"5f356a45273930520ded9451","LITTER","TRASH","F",100
"5f356a45273930520ded9451","DAY","DARK","M",0
"5f356a45273930520ded9451","DOCUMENT","PAPER","F",100
"5f356a45273930520ded9451","CRY","BOTTLE","M",0
"5f356a45273930520ded9451","EYES","SMELL","M",0
"5f356a45273930520ded9451","BAT","BOUNCE","M",0
"5f356a45273930520ded9451","GIVE","STEAK","U",0
"5f356a45273930520ded9451","KEYS","ROD","U",0
"5f356a45273930520ded9451","SOAP","DRINK","M",0
"5f356a45273930520ded9451","CIRCLE","DANCE","M",10
"5f356a45273930520ded9451","PILL","BOTTLE","F",70
"5f356a45273930520ded9451","BENCH","HORN","U",0
"5f356a45273930520ded9451","BOTH","OUNCE","U",0
"5f356a45273930520ded9451","LEAGUE","BASEBALL","F",100
"5f356a45273930520ded9451","WORD","SENTENCE","F",90
"5f356a45273930520ded9451","CHERRY","RED","F",87
"5f356a45273930520ded9451","HERD","COW","F",80
"5f356a45273930520ded9451","SIGN","TICK","U",0
"5f356a45273930520ded9451","SUMMER","SNOW","M",10
"5f356a45273930520ded9451","ARTERY","BRONZE","U",0
"5f356a45273930520ded9451","STRETCH","CLOTH","U",10
"5f356a45273930520ded9451","VALLEY","PEAK","M",99
"5f356a45273930520ded9451","SUGAR","RIDDLE","U",0
"5f356a45273930520ded9451","SICK","HIDE","U",0
"5f356a45273930520ded9451","TOOTH","HAIR","M",65
"5f356a45273930520ded9451","RAZOR","MUSCLE","M",0
"5f356a45273930520ded9451","SCALP","HEAD","F",90
"5f356a45273930520ded9451","MIRROR","CHILDREN","U",0
"5f356a45273930520ded9451","NAP","SLEEP","F",99
"5f356a45273930520ded9451","ORCHID","FLOWER","F",76
"5f356a45273930520ded9451","WEDDING","FINGER","M",0
"5f356a45273930520ded9451","SCHOOL","STOP","M",20
"5f356a45273930520ded9451","CACTUS","PLANT","F",76
"5f356a45273930520ded9451","TREE","SYRUP","M",32
"5f356a45273930520ded9451","HAPPY","CAR","U",0
"5f356a45273930520ded9451","BIRTHDAY","PIE","M",25
"5f356a45273930520ded9451","HYGIENE","CLEAN","F",79
"5f356a45273930520ded9451","DIETARY","SACK","U",0
"5f356a45273930520ded9451","LISTEN","FICTION","U",10
"5f356a45273930520ded9451","MEAT","KEYS","U",0
"5f356a45273930520ded9451","BRIDGE","WATER","F",80
"5f356a45273930520ded9451","CAKE","HAND","U",0
"5f356a45273930520ded9451","PANTS","COLLAR","M",0
"5f5f13f22700567de69c661d","OVEN","BASKET","M",10
"5f5f13f22700567de69c661d","MIRROR","MAROON","U",0
"5f5f13f22700567de69c661d","BENCH","HORN","U",0
"5f5f13f22700567de69c661d","HYGIENE","CLEAN","F",50
"5f5f13f22700567de69c661d","ORCHID","FLOWER","F",30
"5f5f13f22700567de69c661d","PANTS","COLLAR","M",10
"5f5f13f22700567de69c661d","GIVE","STEAK","U",0
"5f5f13f22700567de69c661d","DOCUMENT","PAPER","F",25
"5f5f13f22700567de69c661d","PILL","BOTTLE","F",75
"5f5f13f22700567de69c661d","LION","STRIPES","M",0
"5f5f13f22700567de69c661d","WAGE","MONEY","F",30
"5f5f13f22700567de69c661d","BLAZE","FIRE","F",40
"5f5f13f22700567de69c661d","SOON","BELT","U",0
"5f5f13f22700567de69c661d","SIP","DRINK","F",75
"5f5f13f22700567de69c661d","LITTER","TRASH","F",80
"5f5f13f22700567de69c661d","BRIDGE","WATER","F",60
"5f5f13f22700567de69c661d","CHOP","CUT","F",90
"5f5f13f22700567de69c661d","MIRROR","CHILDREN","U",0
"5f5f13f22700567de69c661d","SCHOOL","STOP","M",0
"5f5f13f22700567de69c661d","HAPPY","CAR","U",0
"5f5f13f22700567de69c661d","WAR","QUIET","M",0
"5f5f13f22700567de69c661d","SWAN","BIRD","F",50
"5f5f13f22700567de69c661d","BIRTHDAY","PIE","M",0
"5f5f13f22700567de69c661d","SOAP","DRINK","M",0
"5f5f13f22700567de69c661d","DAY","DARK","M",0
"5f5f13f22700567de69c661d","SICK","HIDE","U",0
"5f5f13f22700567de69c661d","CREDIT","CARD","F",10
"5f5f13f22700567de69c661d","SUMMER","SNOW","M",0
"5f5f13f22700567de69c661d","KEYS","ROD","U",0
"5f5f13f22700567de69c661d","DEATH","BUSINESS","U",0
"5f5f13f22700567de69c661d","FEUD","FIGHT","F",50
"5f5f13f22700567de69c661d","REALITY","ISLAND","M",0
"5f5f13f22700567de69c661d","HORSE","WHEEL","M",0
"5f5f13f22700567de69c661d","STRONG","ACCIDENT","U",0
"5f5f13f22700567de69c661d","AFFECTION","LOVE","F",60
"5f5f13f22700567de69c661d","DIETARY","SACK","U",0
"5f5f13f22700567de69c661d","HERD","COW","F",90
"5f5f13f22700567de69c661d","TEMPERATURE","MORNING","U",0
"5f5f13f22700567de69c661d","CACTUS","PLANT","F",80
"5f5f13f22700567de69c661d","HARD","COTTON","M",0
"5f5f13f22700567de69c661d","ROOT","PLANT","F",10
"5f5f13f22700567de69c661d","SIGN","TICK","U",0
"5f5f13f22700567de69c661d","CHISEL","HAMMER","F",0
"5f5f13f22700567de69c661d","MAZE","PHONE","U",0
"5f5f13f22700567de69c661d","TRAP","CAVE","M",20
"5f5f13f22700567de69c661d","CHILL","COLD","F",80
"5f5f13f22700567de69c661d","TUNA","FISH","F",100
"5f5f13f22700567de69c661d","CAKE","HAND","U",0
"5f5f13f22700567de69c661d","CRACKLE","ELECTION","U",0
"5f5f13f22700567de69c661d","HEAVY","FEATHER","M",0
"5f5f13f22700567de69c661d","CASH","STUDY","U",0
"5f5f13f22700567de69c661d","FUZZY","BANG","U",0
"5f5f13f22700567de69c661d","CIRCLE","DANCE","M",0
"5f5f13f22700567de69c661d","MULE","DONKEY","F",20
"5f5f13f22700567de69c661d","SUGAR","RIDDLE","U",0
"5f5f13f22700567de69c661d","RAKE","SEED","M",0
"5f5f13f22700567de69c661d","CEILING","CARPET","M",10
"5f5f13f22700567de69c661d","VEHICLE","CHARM","U",0
"5f5f13f22700567de69c661d","SCALP","HEAD","F",50
"5f5f13f22700567de69c661d","VALLEY","PEAK","M",60
"5f5f13f22700567de69c661d","SHELL","SHAKE","U",0
"5f5f13f22700567de69c661d","LEASE","TOIL","U",0
"5f5f13f22700567de69c661d","TREE","SYRUP","M",15
"5f5f13f22700567de69c661d","RAZOR","MUSCLE","M",0
"5f5f13f22700567de69c661d","KING","VASE","U",0
"5f5f13f22700567de69c661d","WORD","SENTENCE","F",10
"5f5f13f22700567de69c661d","WEDDING","FINGER","M",0
"5f5f13f22700567de69c661d","CRY","BOTTLE","M",0
"5f5f13f22700567de69c661d","ATTIRE","CLOTHES","F",30
"5f5f13f22700567de69c661d","INCENSE","SMELL","F",90
"5f5f13f22700567de69c661d","WINDOW","KNOB","M",0
"5f5f13f22700567de69c661d","ROUGH","SILK","M",0
"5f5f13f22700567de69c661d","BOTH","OUNCE","U",0
"5f5f13f22700567de69c661d","STRETCH","CLOTH","U",0
"5f5f13f22700567de69c661d","BAT","BOUNCE","M",0
"5f5f13f22700567de69c661d","PUSH","CLUTTER","U",0
"5f5f13f22700567de69c661d","EYES","SMELL","M",0
"5f5f13f22700567de69c661d","LISTEN","FICTION","U",0
"5f5f13f22700567de69c661d","LEAGUE","BASEBALL","F",5
"5f5f13f22700567de69c661d","TOOTH","HAIR","M",0
"5f5f13f22700567de69c661d","NAP","SLEEP","F",25
"5f5f13f22700567de69c661d","NURSE","LAWYER","M",0
"5f5f13f22700567de69c661d","CHERRY","RED","F",15
"5f5f13f22700567de69c661d","MEAT","KEYS","U",0
"5f5f13f22700567de69c661d","BEACH","BOX","M",0
"5f5f13f22700567de69c661d","HORNET","STING","F",24
"5f5f13f22700567de69c661d","ARTERY","BRONZE","U",0
"5f5f13f22700567de69c661d","WASP","BUG","F",10
"5f5f13f22700567de69c661d","GRILL","THIGH","M",0
"5f5f13f22700567de69c661d","ART","WOLF","U",0
"609a3eb31cacec1cad4b9448","SUGAR","RIDDLE","U",1
"609a3eb31cacec1cad4b9448","WEDDING","FINGER","M",60
"609a3eb31cacec1cad4b9448","WAR","QUIET","M",0
"609a3eb31cacec1cad4b9448","HORNET","STING","F",70
"609a3eb31cacec1cad4b9448","TRAP","CAVE","M",25
"609a3eb31cacec1cad4b9448","VALLEY","PEAK","M",45
"609a3eb31cacec1cad4b9448","KING","VASE","U",5
"609a3eb31cacec1cad4b9448","AFFECTION","LOVE","F",89
"609a3eb31cacec1cad4b9448","OVEN","BASKET","M",23
"609a3eb31cacec1cad4b9448","ARTERY","BRONZE","U",2
"609a3eb31cacec1cad4b9448","TREE","SYRUP","M",0
"609a3eb31cacec1cad4b9448","MULE","DONKEY","F",95
"609a3eb31cacec1cad4b9448","REALITY","ISLAND","M",5
"609a3eb31cacec1cad4b9448","HYGIENE","CLEAN","F",90
"609a3eb31cacec1cad4b9448","RAKE","SEED","M",10
"609a3eb31cacec1cad4b9448","HERD","COW","F",70
"609a3eb31cacec1cad4b9448","CACTUS","PLANT","F",91
"609a3eb31cacec1cad4b9448","BAT","BOUNCE","M",5
"609a3eb31cacec1cad4b9448","SOON","BELT","U",1
"609a3eb31cacec1cad4b9448","BENCH","HORN","U",5
"609a3eb31cacec1cad4b9448","ART","WOLF","U",0
"609a3eb31cacec1cad4b9448","EYES","SMELL","M",20
"609a3eb31cacec1cad4b9448","CRY","BOTTLE","M",45
"609a3eb31cacec1cad4b9448","CREDIT","CARD","F",99
"609a3eb31cacec1cad4b9448","KEYS","ROD","U",2
"609a3eb31cacec1cad4b9448","PANTS","COLLAR","M",40
"609a3eb31cacec1cad4b9448","BOTH","OUNCE","U",25
"609a3eb31cacec1cad4b9448","NAP","SLEEP","F",90
"609a3eb31cacec1cad4b9448","HARD","COTTON","M",3
"609a3eb31cacec1cad4b9448","PILL","BOTTLE","F",5
"609a3eb31cacec1cad4b9448","LEAGUE","BASEBALL","F",90
"609a3eb31cacec1cad4b9448","CHERRY","RED","F",95
"609a3eb31cacec1cad4b9448","DOCUMENT","PAPER","F",85
"609a3eb31cacec1cad4b9448","HAPPY","CAR","U",10
"609a3eb31cacec1cad4b9448","MAZE","PHONE","U",0
"609a3eb31cacec1cad4b9448","PUSH","CLUTTER","U",10
"609a3eb31cacec1cad4b9448","SCALP","HEAD","F",95
"609a3eb31cacec1cad4b9448","LEASE","TOIL","U",0
"609a3eb31cacec1cad4b9448","GIVE","STEAK","U",5
"609a3eb31cacec1cad4b9448","MEAT","KEYS","U",0
"609a3eb31cacec1cad4b9448","CAKE","HAND","U",5
"609a3eb31cacec1cad4b9448","WORD","SENTENCE","F",90
"609a3eb31cacec1cad4b9448","SUMMER","SNOW","M",95
"609a3eb31cacec1cad4b9448","CEILING","CARPET","M",70
"609a3eb31cacec1cad4b9448","ROOT","PLANT","F",80
"609a3eb31cacec1cad4b9448","SOAP","DRINK","M",5
"609a3eb31cacec1cad4b9448","HORSE","WHEEL","M",30
"609a3eb31cacec1cad4b9448","CIRCLE","DANCE","M",30
"609a3eb31cacec1cad4b9448","SIP","DRINK","F",90
"609a3eb31cacec1cad4b9448","CHILL","COLD","F",95
"609a3eb31cacec1cad4b9448","DIETARY","SACK","U",5
"609a3eb31cacec1cad4b9448","MIRROR","CHILDREN","U",5
"609a3eb31cacec1cad4b9448","CRACKLE","ELECTION","U",10
"609a3eb31cacec1cad4b9448","SCHOOL","STOP","M",60
"609a3eb31cacec1cad4b9448","RAZOR","MUSCLE","M",4
"609a3eb31cacec1cad4b9448","TEMPERATURE","MORNING","U",50
"609a3eb31cacec1cad4b9448","STRETCH","CLOTH","U",40
"609a3eb31cacec1cad4b9448","ORCHID","FLOWER","F",90
"609a3eb31cacec1cad4b9448","WINDOW","KNOB","M",35
"609a3eb31cacec1cad4b9448","BLAZE","FIRE","F",90
"609a3eb31cacec1cad4b9448","LISTEN","FICTION","U",70
"609a3eb31cacec1cad4b9448","GRILL","THIGH","M",4
"609a3eb31cacec1cad4b9448","BRIDGE","WATER","F",95
"609a3eb31cacec1cad4b9448","SHELL","SHAKE","U",0
"609a3eb31cacec1cad4b9448","CHISEL","HAMMER","F",79
"609a3eb31cacec1cad4b9448","WAGE","MONEY","F",95
"609a3eb31cacec1cad4b9448","TOOTH","HAIR","M",35
"609a3eb31cacec1cad4b9448","FUZZY","BANG","U",0
"609a3eb31cacec1cad4b9448","NURSE","LAWYER","M",40
"609a3eb31cacec1cad4b9448","CHOP","CUT","F",95
"609a3eb31cacec1cad4b9448","HEAVY","FEATHER","M",70
"609a3eb31cacec1cad4b9448","SWAN","BIRD","F",90
"609a3eb31cacec1cad4b9448","DAY","DARK","M",95
"609a3eb31cacec1cad4b9448","BEACH","BOX","M",0
"609a3eb31cacec1cad4b9448","FEUD","FIGHT","F",95
"609a3eb31cacec1cad4b9448","ATTIRE","CLOTHES","F",99
"609a3eb31cacec1cad4b9448","SIGN","TICK","U",75
"609a3eb31cacec1cad4b9448","STRONG","ACCIDENT","U",0
"609a3eb31cacec1cad4b9448","MIRROR","MAROON","U",5
"609a3eb31cacec1cad4b9448","ROUGH","SILK","M",60
"609a3eb31cacec1cad4b9448","SICK","HIDE","U",0
"609a3eb31cacec1cad4b9448","CASH","STUDY","U",15
"609a3eb31cacec1cad4b9448","DEATH","BUSINESS","U",0
"609a3eb31cacec1cad4b9448","VEHICLE","CHARM","U",5
"609a3eb31cacec1cad4b9448","INCENSE","SMELL","F",99
"609a3eb31cacec1cad4b9448","WASP","BUG","F",100
"609a3eb31cacec1cad4b9448","TUNA","FISH","F",100
