"id","Encoding_Group","Block","Direction","Response.RT","Scored","experiment"
"M20242754_bas","JOL","Study1","U",1504,0,"Ex2B"
"M20280978_JMS","JOL","Study1","U",10891,0,"Ex2B"
"M20316504_apg","JOL","Study1","U",3923,0,"Ex2B"
"M20316783","JOL","Study1","U",16669,100,"Ex2B"
"M20316794_MLD","JOL","Study1","U",3166,0,"Ex2B"
"M20321162rc","JOL","Study1","U",1575,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","U",1668,0,"Ex2B"
"M20333614AP","JOL","Study1","U",1904,0,"Ex2B"
"M20337486EK","JOL","Study1","U",3313,0,"Ex2B"
"M20339861AP","JOL","Study1","U",4820,100,"Ex2B"
"M20340096","JOL","Study1","U",3124,0,"Ex2B"
"M20343023_AMI","JOL","Study1","U",7791,0,"Ex2B"
"M20344883_tla","JOL","Study1","U",6003,0,"Ex2B"
"M20344902_aal","JOL","Study1","U",10708,0,"Ex2B"
"M20345197_ejc","JOL","Study1","U",2490,0,"Ex2B"
"M20347183","JOL","Study1","U",2925,0,"Ex2B"
"M20347371_TO","JOL","Study1","U",1546,0,"Ex2B"
"20340564MB","JOL","Study1","U",2763,0,"Ex2B"
"20341951LJ","JOL","Study1","U",2990,0,"Ex2B"
"M20242754_bas","JOL","Study1","U",1695,100,"Ex2B"
"M20280978_JMS","JOL","Study1","U",4761,100,"Ex2B"
"M20316504_apg","JOL","Study1","U",2080,100,"Ex2B"
"M20316783","JOL","Study1","U",12639,100,"Ex2B"
"M20316794_MLD","JOL","Study1","U",2361,100,"Ex2B"
"M20321162rc","JOL","Study1","U",1565,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","U",2190,0,"Ex2B"
"M20333614AP","JOL","Study1","U",2269,0,"Ex2B"
"M20337486EK","JOL","Study1","U",6166,0,"Ex2B"
"M20339861AP","JOL","Study1","U",4994,0,"Ex2B"
"M20340096","JOL","Study1","U",5658,100,"Ex2B"
"M20343023_AMI","JOL","Study1","U",5490,0,"Ex2B"
"M20344883_tla","JOL","Study1","U",6312,100,"Ex2B"
"M20344902_aal","JOL","Study1","U",4068,100,"Ex2B"
"M20345197_ejc","JOL","Study1","U",2832,100,"Ex2B"
"M20347183","JOL","Study1","U",3313,100,"Ex2B"
"M20347371_TO","JOL","Study1","U",3394,100,"Ex2B"
"20340564MB","JOL","Study1","M",1624,100,"Ex2B"
"20341951LJ","JOL","Study1","M",7740,0,"Ex2B"
"M20242754_bas","JOL","Study1","M",2681,100,"Ex2B"
"M20280978_JMS","JOL","Study1","M",3966,100,"Ex2B"
"M20316504_apg","JOL","Study1","M",1596,0,"Ex2B"
"M20316783","JOL","Study1","M",17507,0,"Ex2B"
"M20316794_MLD","JOL","Study1","M",3659,0,"Ex2B"
"M20321162rc","JOL","Study1","M",1623,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","M",3275,0,"Ex2B"
"M20333614AP","JOL","Study1","M",2204,100,"Ex2B"
"M20337486EK","JOL","Study1","M",5911,100,"Ex2B"
"M20339861AP","JOL","Study1","M",3802,0,"Ex2B"
"M20340096","JOL","Study1","M",1930,0,"Ex2B"
"M20343023_AMI","JOL","Study1","M",6374,100,"Ex2B"
"M20344883_tla","JOL","Study1","M",4087,0,"Ex2B"
"M20344902_aal","JOL","Study1","M",12055,100,"Ex2B"
"M20345197_ejc","JOL","Study1","M",1542,0,"Ex2B"
"M20347183","JOL","Study1","M",4965,0,"Ex2B"
"M20347371_TO","JOL","Study1","M",2155,0,"Ex2B"
"20340564MB","JOL","Study1","M",1406,0,"Ex2B"
"20341951LJ","JOL","Study1","M",3080,0,"Ex2B"
"M20242754_bas","JOL","Study1","M",1959,0,"Ex2B"
"M20280978_JMS","JOL","Study1","M",15372,0,"Ex2B"
"M20316504_apg","JOL","Study1","M",4136,0,"Ex2B"
"M20316783","JOL","Study1","M",7495,0,"Ex2B"
"M20316794_MLD","JOL","Study1","M",2805,0,"Ex2B"
"M20321162rc","JOL","Study1","M",1814,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","M",4594,0,"Ex2B"
"M20333614AP","JOL","Study1","M",2487,100,"Ex2B"
"M20337486EK","JOL","Study1","M",5154,0,"Ex2B"
"M20339861AP","JOL","Study1","M",4048,0,"Ex2B"
"M20340096","JOL","Study1","M",2197,0,"Ex2B"
"M20343023_AMI","JOL","Study1","M",3707,0,"Ex2B"
"M20344883_tla","JOL","Study1","M",5905,0,"Ex2B"
"M20344902_aal","JOL","Study1","M",2273,0,"Ex2B"
"M20345197_ejc","JOL","Study1","M",2483,0,"Ex2B"
"M20347183","JOL","Study1","M",2739,0,"Ex2B"
"M20347371_TO","JOL","Study1","M",1851,0,"Ex2B"
"20340564MB","JOL","Study1","F",3297,100,"Ex2B"
"20341951LJ","JOL","Study1","F",3477,100,"Ex2B"
"M20242754_bas","JOL","Study1","F",2886,100,"Ex2B"
"M20280978_JMS","JOL","Study1","F",1961,100,"Ex2B"
"M20316504_apg","JOL","Study1","F",3169,100,"Ex2B"
"M20316783","JOL","Study1","F",25478,0,"Ex2B"
"M20316794_MLD","JOL","Study1","F",2577,100,"Ex2B"
"M20321162rc","JOL","Study1","F",23402,100,"Ex2B"
"M20331852_mnttc","JOL","Study1","F",2854,100,"Ex2B"
"M20333614AP","JOL","Study1","F",1562,100,"Ex2B"
"M20337486EK","JOL","Study1","F",8256,100,"Ex2B"
"M20339861AP","JOL","Study1","F",5222,100,"Ex2B"
"M20340096","JOL","Study1","F",2276,0,"Ex2B"
"M20343023_AMI","JOL","Study1","F",3647,100,"Ex2B"
"M20344883_tla","JOL","Study1","F",3869,100,"Ex2B"
"M20344902_aal","JOL","Study1","F",3559,100,"Ex2B"
"M20345197_ejc","JOL","Study1","F",2541,100,"Ex2B"
"M20347183","JOL","Study1","F",2978,100,"Ex2B"
"M20347371_TO","JOL","Study1","F",3476,100,"Ex2B"
"20340564MB","JOL","Study1","U",3389,100,"Ex2B"
"20341951LJ","JOL","Study1","U",2920,100,"Ex2B"
"M20242754_bas","JOL","Study1","U",2668,0,"Ex2B"
"M20280978_JMS","JOL","Study1","U",33156,0,"Ex2B"
"M20316504_apg","JOL","Study1","U",2754,100,"Ex2B"
"M20316783","JOL","Study1","U",32426,0,"Ex2B"
"M20316794_MLD","JOL","Study1","U",3279,0,"Ex2B"
"M20321162rc","JOL","Study1","U",10934,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","U",3391,0,"Ex2B"
"M20333614AP","JOL","Study1","U",2021,0,"Ex2B"
"M20337486EK","JOL","Study1","U",4428,0,"Ex2B"
"M20339861AP","JOL","Study1","U",3401,0,"Ex2B"
"M20340096","JOL","Study1","U",2506,100,"Ex2B"
"M20343023_AMI","JOL","Study1","U",4927,100,"Ex2B"
"M20344883_tla","JOL","Study1","U",6926,100,"Ex2B"
"M20344902_aal","JOL","Study1","U",7456,0,"Ex2B"
"M20345197_ejc","JOL","Study1","U",1508,0,"Ex2B"
"M20347183","JOL","Study1","U",4420,0,"Ex2B"
"M20347371_TO","JOL","Study1","U",2049,0,"Ex2B"
"20340564MB","JOL","Study1","M",3616,0,"Ex2B"
"20341951LJ","JOL","Study1","M",3613,0,"Ex2B"
"M20242754_bas","JOL","Study1","M",1407,0,"Ex2B"
"M20280978_JMS","JOL","Study1","M",4702,0,"Ex2B"
"M20316504_apg","JOL","Study1","M",2523,0,"Ex2B"
"M20316783","JOL","Study1","M",5299,0,"Ex2B"
"M20316794_MLD","JOL","Study1","M",5436,0,"Ex2B"
"M20321162rc","JOL","Study1","M",13985,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","M",5522,0,"Ex2B"
"M20333614AP","JOL","Study1","M",2723,0,"Ex2B"
"M20337486EK","JOL","Study1","M",42618,0,"Ex2B"
"M20339861AP","JOL","Study1","M",6633,0,"Ex2B"
"M20340096","JOL","Study1","M",1850,0,"Ex2B"
"M20343023_AMI","JOL","Study1","M",2972,0,"Ex2B"
"M20344883_tla","JOL","Study1","M",4134,0,"Ex2B"
"M20344902_aal","JOL","Study1","M",2937,0,"Ex2B"
"M20345197_ejc","JOL","Study1","M",1339,0,"Ex2B"
"M20347183","JOL","Study1","M",4045,0,"Ex2B"
"M20347371_TO","JOL","Study1","M",2237,0,"Ex2B"
"20340564MB","JOL","Study1","U",2281,0,"Ex2B"
"20341951LJ","JOL","Study1","U",3212,0,"Ex2B"
"M20242754_bas","JOL","Study1","U",1258,0,"Ex2B"
"M20280978_JMS","JOL","Study1","U",4980,0,"Ex2B"
"M20316504_apg","JOL","Study1","U",2318,0,"Ex2B"
"M20316783","JOL","Study1","U",17508,0,"Ex2B"
"M20316794_MLD","JOL","Study1","U",4206,0,"Ex2B"
"M20321162rc","JOL","Study1","U",1564,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","U",3246,0,"Ex2B"
"M20333614AP","JOL","Study1","U",4573,0,"Ex2B"
"M20337486EK","JOL","Study1","U",6806,0,"Ex2B"
"M20339861AP","JOL","Study1","U",3124,0,"Ex2B"
"M20340096","JOL","Study1","U",4126,0,"Ex2B"
"M20343023_AMI","JOL","Study1","U",6101,0,"Ex2B"
"M20344883_tla","JOL","Study1","U",7792,0,"Ex2B"
"M20344902_aal","JOL","Study1","U",10023,100,"Ex2B"
"M20345197_ejc","JOL","Study1","U",6116,0,"Ex2B"
"M20347183","JOL","Study1","U",6158,100,"Ex2B"
"M20347371_TO","JOL","Study1","U",71718,0,"Ex2B"
"20340564MB","JOL","Study1","F",2682,100,"Ex2B"
"20341951LJ","JOL","Study1","F",8292,100,"Ex2B"
"M20242754_bas","JOL","Study1","F",1447,100,"Ex2B"
"M20280978_JMS","JOL","Study1","F",3060,100,"Ex2B"
"M20316504_apg","JOL","Study1","F",1999,0,"Ex2B"
"M20316783","JOL","Study1","F",3766,100,"Ex2B"
"M20316794_MLD","JOL","Study1","F",2730,100,"Ex2B"
"M20321162rc","JOL","Study1","F",1720,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","F",3458,0,"Ex2B"
"M20333614AP","JOL","Study1","F",2138,100,"Ex2B"
"M20337486EK","JOL","Study1","F",4428,0,"Ex2B"
"M20339861AP","JOL","Study1","F",2972,100,"Ex2B"
"M20340096","JOL","Study1","F",2075,100,"Ex2B"
"M20343023_AMI","JOL","Study1","F",3971,100,"Ex2B"
"M20344883_tla","JOL","Study1","F",3634,100,"Ex2B"
"M20344902_aal","JOL","Study1","F",3825,100,"Ex2B"
"M20345197_ejc","JOL","Study1","F",2385,100,"Ex2B"
"M20347183","JOL","Study1","F",2029,100,"Ex2B"
"M20347371_TO","JOL","Study1","F",3409,0,"Ex2B"
"20340564MB","JOL","Study1","U",2828,100,"Ex2B"
"20341951LJ","JOL","Study1","U",2988,100,"Ex2B"
"M20242754_bas","JOL","Study1","U",1974,100,"Ex2B"
"M20280978_JMS","JOL","Study1","U",2606,100,"Ex2B"
"M20316504_apg","JOL","Study1","U",3403,100,"Ex2B"
"M20316783","JOL","Study1","U",5794,100,"Ex2B"
"M20316794_MLD","JOL","Study1","U",2447,0,"Ex2B"
"M20321162rc","JOL","Study1","U",3356,100,"Ex2B"
"M20331852_mnttc","JOL","Study1","U",1728,0,"Ex2B"
"M20333614AP","JOL","Study1","U",2323,100,"Ex2B"
"M20337486EK","JOL","Study1","U",3589,100,"Ex2B"
"M20339861AP","JOL","Study1","U",9134,0,"Ex2B"
"M20340096","JOL","Study1","U",2976,0,"Ex2B"
"M20343023_AMI","JOL","Study1","U",4036,0,"Ex2B"
"M20344883_tla","JOL","Study1","U",9579,100,"Ex2B"
"M20344902_aal","JOL","Study1","U",1657,0,"Ex2B"
"M20345197_ejc","JOL","Study1","U",5893,0,"Ex2B"
"M20347183","JOL","Study1","U",3456,100,"Ex2B"
"M20347371_TO","JOL","Study1","U",2859,0,"Ex2B"
"20340564MB","JOL","Study1","U",2546,100,"Ex2B"
"20341951LJ","JOL","Study1","U",3219,0,"Ex2B"
"M20242754_bas","JOL","Study1","U",1817,0,"Ex2B"
"M20280978_JMS","JOL","Study1","U",2865,0,"Ex2B"
"M20316504_apg","JOL","Study1","U",2425,100,"Ex2B"
"M20316783","JOL","Study1","U",3181,0,"Ex2B"
"M20316794_MLD","JOL","Study1","U",3314,0,"Ex2B"
"M20321162rc","JOL","Study1","U",1536,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","U",3439,0,"Ex2B"
"M20333614AP","JOL","Study1","U",2939,0,"Ex2B"
"M20337486EK","JOL","Study1","U",9456,0,"Ex2B"
"M20339861AP","JOL","Study1","U",2680,0,"Ex2B"
"M20340096","JOL","Study1","U",4532,0,"Ex2B"
"M20343023_AMI","JOL","Study1","U",6411,0,"Ex2B"
"M20344883_tla","JOL","Study1","U",4862,100,"Ex2B"
"M20344902_aal","JOL","Study1","U",3295,0,"Ex2B"
"M20345197_ejc","JOL","Study1","U",1575,0,"Ex2B"
"M20347183","JOL","Study1","U",3551,0,"Ex2B"
"M20347371_TO","JOL","Study1","U",1871,0,"Ex2B"
"20340564MB","JOL","Study1","U",1837,100,"Ex2B"
"20341951LJ","JOL","Study1","U",2957,0,"Ex2B"
"M20242754_bas","JOL","Study1","U",1671,0,"Ex2B"
"M20280978_JMS","JOL","Study1","U",2609,0,"Ex2B"
"M20316504_apg","JOL","Study1","U",2022,100,"Ex2B"
"M20316783","JOL","Study1","U",20491,0,"Ex2B"
"M20316794_MLD","JOL","Study1","U",3062,0,"Ex2B"
"M20321162rc","JOL","Study1","U",1153,100,"Ex2B"
"M20331852_mnttc","JOL","Study1","U",2040,0,"Ex2B"
"M20333614AP","JOL","Study1","U",2445,0,"Ex2B"
"M20337486EK","JOL","Study1","U",9552,0,"Ex2B"
"M20339861AP","JOL","Study1","U",1672,0,"Ex2B"
"M20340096","JOL","Study1","U",2628,100,"Ex2B"
"M20343023_AMI","JOL","Study1","U",3558,0,"Ex2B"
"M20344883_tla","JOL","Study1","U",5043,100,"Ex2B"
"M20344902_aal","JOL","Study1","U",3298,0,"Ex2B"
"M20345197_ejc","JOL","Study1","U",3589,100,"Ex2B"
"M20347183","JOL","Study1","U",6783,0,"Ex2B"
"M20347371_TO","JOL","Study1","U",2106,0,"Ex2B"
"20340564MB","JOL","Study1","F",2104,100,"Ex2B"
"20340564MB","JOL","Study1","F",1848,100,"Ex2B"
"20341951LJ","JOL","Study1","F",3683,100,"Ex2B"
"20341951LJ","JOL","Study1","F",6341,100,"Ex2B"
"M20242754_bas","JOL","Study1","F",2620,100,"Ex2B"
"M20242754_bas","JOL","Study1","F",1547,100,"Ex2B"
"M20280978_JMS","JOL","Study1","F",6839,0,"Ex2B"
"M20280978_JMS","JOL","Study1","F",3385,0,"Ex2B"
"M20316504_apg","JOL","Study1","F",1858,100,"Ex2B"
"M20316504_apg","JOL","Study1","F",1785,100,"Ex2B"
"M20316783","JOL","Study1","F",4174,100,"Ex2B"
"M20316783","JOL","Study1","F",8709,100,"Ex2B"
"M20316794_MLD","JOL","Study1","F",2365,100,"Ex2B"
"M20316794_MLD","JOL","Study1","F",3035,100,"Ex2B"
"M20321162rc","JOL","Study1","F",2086,100,"Ex2B"
"M20321162rc","JOL","Study1","F",2536,100,"Ex2B"
"M20331852_mnttc","JOL","Study1","F",4088,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","F",1629,0,"Ex2B"
"M20333614AP","JOL","Study1","F",1368,100,"Ex2B"
"M20333614AP","JOL","Study1","F",1372,100,"Ex2B"
"M20337486EK","JOL","Study1","F",7169,100,"Ex2B"
"M20337486EK","JOL","Study1","F",4808,100,"Ex2B"
"M20339861AP","JOL","Study1","F",2414,100,"Ex2B"
"M20339861AP","JOL","Study1","F",4798,100,"Ex2B"
"M20340096","JOL","Study1","F",1875,100,"Ex2B"
"M20340096","JOL","Study1","F",1946,100,"Ex2B"
"M20343023_AMI","JOL","Study1","F",4829,100,"Ex2B"
"M20343023_AMI","JOL","Study1","F",5614,100,"Ex2B"
"M20344883_tla","JOL","Study1","F",3502,100,"Ex2B"
"M20344883_tla","JOL","Study1","F",5874,100,"Ex2B"
"M20344902_aal","JOL","Study1","F",3297,100,"Ex2B"
"M20344902_aal","JOL","Study1","F",2742,100,"Ex2B"
"M20345197_ejc","JOL","Study1","F",2120,100,"Ex2B"
"M20345197_ejc","JOL","Study1","F",2220,100,"Ex2B"
"M20347183","JOL","Study1","F",3223,100,"Ex2B"
"M20347183","JOL","Study1","F",2820,100,"Ex2B"
"M20347371_TO","JOL","Study1","F",3589,100,"Ex2B"
"M20347371_TO","JOL","Study1","F",2659,100,"Ex2B"
"20340564MB","JOL","Study1","F",2101,100,"Ex2B"
"20341951LJ","JOL","Study1","F",4674,100,"Ex2B"
"M20242754_bas","JOL","Study1","F",2016,100,"Ex2B"
"M20280978_JMS","JOL","Study1","F",2642,100,"Ex2B"
"M20316504_apg","JOL","Study1","F",1977,100,"Ex2B"
"M20316783","JOL","Study1","F",3861,100,"Ex2B"
"M20316794_MLD","JOL","Study1","F",2031,100,"Ex2B"
"M20321162rc","JOL","Study1","F",3550,100,"Ex2B"
"M20331852_mnttc","JOL","Study1","F",6190,0,"Ex2B"
"M20333614AP","JOL","Study1","F",1421,0,"Ex2B"
"M20337486EK","JOL","Study1","F",4228,100,"Ex2B"
"M20339861AP","JOL","Study1","F",4711,100,"Ex2B"
"M20340096","JOL","Study1","F",1826,100,"Ex2B"
"M20343023_AMI","JOL","Study1","F",19316,100,"Ex2B"
"M20344883_tla","JOL","Study1","F",5593,100,"Ex2B"
"M20344902_aal","JOL","Study1","F",10293,0,"Ex2B"
"M20345197_ejc","JOL","Study1","F",1854,100,"Ex2B"
"M20347183","JOL","Study1","F",2506,100,"Ex2B"
"M20347371_TO","JOL","Study1","F",15024,100,"Ex2B"
"20340564MB","JOL","Study1","F",2815,100,"Ex2B"
"20341951LJ","JOL","Study1","F",3305,100,"Ex2B"
"M20242754_bas","JOL","Study1","F",1181,0,"Ex2B"
"M20280978_JMS","JOL","Study1","F",3579,100,"Ex2B"
"M20316504_apg","JOL","Study1","F",2375,100,"Ex2B"
"M20316783","JOL","Study1","F",14332,100,"Ex2B"
"M20316794_MLD","JOL","Study1","F",2182,100,"Ex2B"
"M20321162rc","JOL","Study1","F",1534,100,"Ex2B"
"M20331852_mnttc","JOL","Study1","F",3149,100,"Ex2B"
"M20333614AP","JOL","Study1","F",2170,100,"Ex2B"
"M20337486EK","JOL","Study1","F",5990,100,"Ex2B"
"M20339861AP","JOL","Study1","F",3680,100,"Ex2B"
"M20340096","JOL","Study1","F",2149,100,"Ex2B"
"M20343023_AMI","JOL","Study1","F",4804,100,"Ex2B"
"M20344883_tla","JOL","Study1","F",3405,100,"Ex2B"
"M20344902_aal","JOL","Study1","F",35076,100,"Ex2B"
"M20345197_ejc","JOL","Study1","F",1229,100,"Ex2B"
"M20347183","JOL","Study1","F",2502,0,"Ex2B"
"M20347371_TO","JOL","Study1","F",4964,100,"Ex2B"
"20340564MB","JOL","Study1","F",2021,100,"Ex2B"
"20341951LJ","JOL","Study1","F",3771,0,"Ex2B"
"M20242754_bas","JOL","Study1","F",1514,100,"Ex2B"
"M20280978_JMS","JOL","Study1","F",3055,0,"Ex2B"
"M20316504_apg","JOL","Study1","F",4012,100,"Ex2B"
"M20316783","JOL","Study1","F",3629,0,"Ex2B"
"M20316794_MLD","JOL","Study1","F",2734,100,"Ex2B"
"M20321162rc","JOL","Study1","F",1556,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","F",1810,0,"Ex2B"
"M20333614AP","JOL","Study1","F",1786,100,"Ex2B"
"M20337486EK","JOL","Study1","F",5883,100,"Ex2B"
"M20339861AP","JOL","Study1","F",5140,100,"Ex2B"
"M20340096","JOL","Study1","F",2247,100,"Ex2B"
"M20343023_AMI","JOL","Study1","F",4822,100,"Ex2B"
"M20344883_tla","JOL","Study1","F",3331,100,"Ex2B"
"M20344902_aal","JOL","Study1","F",9478,100,"Ex2B"
"M20345197_ejc","JOL","Study1","F",2490,100,"Ex2B"
"M20347183","JOL","Study1","F",2490,100,"Ex2B"
"M20347371_TO","JOL","Study1","F",4204,0,"Ex2B"
"20340564MB","JOL","Study1","M",2621,0,"Ex2B"
"20341951LJ","JOL","Study1","M",6649,0,"Ex2B"
"M20242754_bas","JOL","Study1","M",1790,0,"Ex2B"
"M20280978_JMS","JOL","Study1","M",5519,0,"Ex2B"
"M20316504_apg","JOL","Study1","M",2464,0,"Ex2B"
"M20316783","JOL","Study1","M",15588,0,"Ex2B"
"M20316794_MLD","JOL","Study1","M",2247,0,"Ex2B"
"M20321162rc","JOL","Study1","M",1452,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","M",4366,0,"Ex2B"
"M20333614AP","JOL","Study1","M",3745,0,"Ex2B"
"M20337486EK","JOL","Study1","M",8527,0,"Ex2B"
"M20339861AP","JOL","Study1","M",3160,0,"Ex2B"
"M20340096","JOL","Study1","M",3316,0,"Ex2B"
"M20343023_AMI","JOL","Study1","M",4618,0,"Ex2B"
"M20344883_tla","JOL","Study1","M",6899,100,"Ex2B"
"M20344902_aal","JOL","Study1","M",3657,0,"Ex2B"
"M20345197_ejc","JOL","Study1","M",3863,100,"Ex2B"
"M20347183","JOL","Study1","M",2139,0,"Ex2B"
"M20347371_TO","JOL","Study1","M",1815,0,"Ex2B"
"20340564MB","JOL","Study1","F",1866,100,"Ex2B"
"20341951LJ","JOL","Study1","F",4025,100,"Ex2B"
"M20242754_bas","JOL","Study1","F",1505,100,"Ex2B"
"M20280978_JMS","JOL","Study1","F",2961,0,"Ex2B"
"M20316504_apg","JOL","Study1","F",2888,100,"Ex2B"
"M20316783","JOL","Study1","F",2695,100,"Ex2B"
"M20316794_MLD","JOL","Study1","F",3752,100,"Ex2B"
"M20321162rc","JOL","Study1","F",2916,100,"Ex2B"
"M20331852_mnttc","JOL","Study1","F",2673,100,"Ex2B"
"M20333614AP","JOL","Study1","F",1485,100,"Ex2B"
"M20337486EK","JOL","Study1","F",4936,100,"Ex2B"
"M20339861AP","JOL","Study1","F",4762,100,"Ex2B"
"M20340096","JOL","Study1","F",2143,100,"Ex2B"
"M20343023_AMI","JOL","Study1","F",3452,100,"Ex2B"
"M20344883_tla","JOL","Study1","F",5442,100,"Ex2B"
"M20344902_aal","JOL","Study1","F",11510,0,"Ex2B"
"M20345197_ejc","JOL","Study1","F",4761,100,"Ex2B"
"M20347183","JOL","Study1","F",2435,100,"Ex2B"
"M20347371_TO","JOL","Study1","F",2609,100,"Ex2B"
"20340564MB","JOL","Study1","U",3160,100,"Ex2B"
"20341951LJ","JOL","Study1","U",5918,0,"Ex2B"
"M20242754_bas","JOL","Study1","U",1696,0,"Ex2B"
"M20280978_JMS","JOL","Study1","U",5491,0,"Ex2B"
"M20316504_apg","JOL","Study1","U",5013,0,"Ex2B"
"M20316783","JOL","Study1","U",4423,0,"Ex2B"
"M20316794_MLD","JOL","Study1","U",2186,0,"Ex2B"
"M20321162rc","JOL","Study1","U",1621,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","U",2717,100,"Ex2B"
"M20333614AP","JOL","Study1","U",3056,0,"Ex2B"
"M20337486EK","JOL","Study1","U",6453,0,"Ex2B"
"M20339861AP","JOL","Study1","U",6699,100,"Ex2B"
"M20340096","JOL","Study1","U",3173,0,"Ex2B"
"M20343023_AMI","JOL","Study1","U",6918,0,"Ex2B"
"M20344883_tla","JOL","Study1","U",5255,100,"Ex2B"
"M20344902_aal","JOL","Study1","U",2691,0,"Ex2B"
"M20345197_ejc","JOL","Study1","U",1968,0,"Ex2B"
"M20347183","JOL","Study1","U",2281,0,"Ex2B"
"M20347371_TO","JOL","Study1","U",3398,0,"Ex2B"
"20340564MB","JOL","Study1","U",1795,0,"Ex2B"
"20341951LJ","JOL","Study1","U",3960,100,"Ex2B"
"M20242754_bas","JOL","Study1","U",1688,0,"Ex2B"
"M20280978_JMS","JOL","Study1","U",14287,0,"Ex2B"
"M20316504_apg","JOL","Study1","U",2392,0,"Ex2B"
"M20316783","JOL","Study1","U",5066,0,"Ex2B"
"M20316794_MLD","JOL","Study1","U",2670,0,"Ex2B"
"M20321162rc","JOL","Study1","U",1436,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","U",1464,0,"Ex2B"
"M20333614AP","JOL","Study1","U",7891,0,"Ex2B"
"M20337486EK","JOL","Study1","U",5701,0,"Ex2B"
"M20339861AP","JOL","Study1","U",3384,0,"Ex2B"
"M20340096","JOL","Study1","U",2270,0,"Ex2B"
"M20343023_AMI","JOL","Study1","U",3529,0,"Ex2B"
"M20344883_tla","JOL","Study1","U",5193,0,"Ex2B"
"M20344902_aal","JOL","Study1","U",2082,0,"Ex2B"
"M20345197_ejc","JOL","Study1","U",2167,0,"Ex2B"
"M20347183","JOL","Study1","U",3569,100,"Ex2B"
"M20347371_TO","JOL","Study1","U",1753,0,"Ex2B"
"20340564MB","JOL","Study1","F",1962,100,"Ex2B"
"20341951LJ","JOL","Study1","F",3571,100,"Ex2B"
"M20242754_bas","JOL","Study1","F",1372,0,"Ex2B"
"M20280978_JMS","JOL","Study1","F",4678,100,"Ex2B"
"M20316504_apg","JOL","Study1","F",7710,100,"Ex2B"
"M20316783","JOL","Study1","F",3489,0,"Ex2B"
"M20316794_MLD","JOL","Study1","F",2229,100,"Ex2B"
"M20321162rc","JOL","Study1","F",1810,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","F",5337,0,"Ex2B"
"M20333614AP","JOL","Study1","F",1746,100,"Ex2B"
"M20337486EK","JOL","Study1","F",9930,100,"Ex2B"
"M20339861AP","JOL","Study1","F",8696,100,"Ex2B"
"M20340096","JOL","Study1","F",2005,100,"Ex2B"
"M20343023_AMI","JOL","Study1","F",15045,100,"Ex2B"
"M20344883_tla","JOL","Study1","F",9545,100,"Ex2B"
"M20344902_aal","JOL","Study1","F",42931,0,"Ex2B"
"M20345197_ejc","JOL","Study1","F",1618,100,"Ex2B"
"M20347183","JOL","Study1","F",3356,100,"Ex2B"
"M20347371_TO","JOL","Study1","F",30794,100,"Ex2B"
"20340564MB","JOL","Study1","U",2260,100,"Ex2B"
"20341951LJ","JOL","Study1","U",2819,0,"Ex2B"
"M20242754_bas","JOL","Study1","U",3033,0,"Ex2B"
"M20280978_JMS","JOL","Study1","U",2540,0,"Ex2B"
"M20316504_apg","JOL","Study1","U",2422,0,"Ex2B"
"M20316783","JOL","Study1","U",34543,0,"Ex2B"
"M20316794_MLD","JOL","Study1","U",2035,100,"Ex2B"
"M20321162rc","JOL","Study1","U",4486,0,"Ex2B"
"M20331852_mnttc","JOL","Study1","U",1719,0,"Ex2B"
"M20333614AP","JOL","Study1","U",2898,0,"Ex2B"
"M20337486EK","JOL","Study1","U",7980,0,"Ex2B"
"M20339861AP","JOL","Study1","U",3857,0,"Ex2B"
"M20340096","JOL","Study1","U",2278,0,"Ex2B"
"M20343023_AMI","JOL","Study1","U",4610,100,"Ex2B"
"M20344883_tla","JOL","Study1","U",4434,0,"Ex2B"
"M20344902_aal","JOL","Study1","U",3615,0,"Ex2B"
"M20345197_ejc","JOL","Study1","U",970,0,"Ex2B"
"M20347183","JOL","Study1","U",3015,0,"Ex2B"
"M20347371_TO","JOL","Study1","U",4727,0,"Ex2B"
"20340564MB","JOL","Study1","U",2242,100,"Ex2B"
"20341951LJ","JOL","Study1","U",4663,0,"Ex2B"
"M20242754_bas","JOL","Study1","U",1902,0,"Ex2B"
"M20280978_JMS","JOL","Study1","U",2519,0,"Ex2B"
"M20316504_apg","JOL","Study1","U",3238,100,"Ex2B"
"M20316783","JOL","Study1","U",3413,0,"Ex2B"
"M20316794_MLD","JOL","Study1","U",6231,0,"Ex2B"
"M20321162rc","JOL","Study1","U",16656,0,"Ex2B"
