"id","encoding","direction","Response.RT","score","experiment"
"w10118237DD","JOL","U",1259,0,"Ex1B"
"w10124447_baj","JOL","U",1867,0,"Ex1B"
"w10126913SNS","JOL","U",673,0,"Ex1B"
"w10126914SNS","JOL","U",1017,0,"Ex1B"
"w10129997JBB","JOL","U",2115,0,"Ex1B"
"w10131073_eaa","JOL","U",2989,0,"Ex1B"
"w10132372","JOL","U",8274,100,"Ex1B"
"w10133659_aeb","JOL","U",2966,0,"Ex1B"
"w10133954_jmc","JOL","U",3862,100,"Ex1B"
"w10143413_cj","JOL","U",2314,100,"Ex1B"
"w10157007","JOL","U",4268,100,"Ex1B"
"w10157323_EMB","JOL","U",2031,100,"Ex1B"
"w10159229TG","JOL","U",5630,100,"Ex1B"
"w10161079_rac","JOL","U",1170,0,"Ex1B"
"w10163867_kkw","JOL","U",1406,0,"Ex1B"
"w10170987","JOL","U",6088,0,"Ex1B"
"w10176695_LF","JOL","U",1484,0,"Ex1B"
"w10185842_LL","JOL","U",2037,0,"Ex1B"
"w10200668_CW","JOL","U",1172,0,"Ex1B"
"w10200778_jds","JOL","U",3890,0,"Ex1B"
"w213121_jcg","JOL","U",2983,100,"Ex1B"
"10074078","JOL","M",9402,0,"Ex1B"
"courtney.whitt@usm.educw","JOL","M",17588,0,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","M",7539,0,"Ex1B"
"w10094363_wcd","JOL","M",2971,0,"Ex1B"
"w10110417_vfc","JOL","M",2446,0,"Ex1B"
"w10117470_kjt","JOL","M",45,0,"Ex1B"
"w10118237DD","JOL","M",2248,0,"Ex1B"
"w10124447_baj","JOL","M",4948,0,"Ex1B"
"w10126913SNS","JOL","M",6864,0,"Ex1B"
"w10126914SNS","JOL","M",2625,0,"Ex1B"
"w10129997JBB","JOL","M",2616,0,"Ex1B"
"w10131073_eaa","JOL","M",4675,0,"Ex1B"
"w10132372","JOL","M",6955,100,"Ex1B"
"w10133659_aeb","JOL","M",4514,0,"Ex1B"
"w10133954_jmc","JOL","M",1274,0,"Ex1B"
"w10143413_cj","JOL","M",3112,100,"Ex1B"
"w10157007","JOL","M",8500,100,"Ex1B"
"w10157323_EMB","JOL","M",6045,0,"Ex1B"
"w10159229TG","JOL","M",2772,0,"Ex1B"
"w10161079_rac","JOL","M",8825,0,"Ex1B"
"w10163867_kkw","JOL","M",2190,0,"Ex1B"
"w10170987","JOL","M",6563,100,"Ex1B"
"w10176695_LF","JOL","M",1933,0,"Ex1B"
"w10185842_LL","JOL","M",927,0,"Ex1B"
"w10200668_CW","JOL","M",4037,0,"Ex1B"
"w10200778_jds","JOL","M",3001,100,"Ex1B"
"w213121_jcg","JOL","M",6344,0,"Ex1B"
"10074078","JOL","F",2596,100,"Ex1B"
"courtney.whitt@usm.educw","JOL","F",1794,100,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","F",4486,100,"Ex1B"
"w10094363_wcd","JOL","F",1541,100,"Ex1B"
"w10110417_vfc","JOL","F",3780,100,"Ex1B"
"w10117470_kjt","JOL","F",2640,100,"Ex1B"
"w10118237DD","JOL","F",3253,100,"Ex1B"
"w10124447_baj","JOL","F",1976,0,"Ex1B"
"w10126913SNS","JOL","F",1687,100,"Ex1B"
"w10126914SNS","JOL","F",1979,100,"Ex1B"
"w10129997JBB","JOL","F",3079,0,"Ex1B"
"w10131073_eaa","JOL","F",1977,100,"Ex1B"
"w10132372","JOL","F",19613,100,"Ex1B"
"w10133659_aeb","JOL","F",3869,100,"Ex1B"
"w10133954_jmc","JOL","F",8542,100,"Ex1B"
"w10143413_cj","JOL","F",2695,100,"Ex1B"
"w10157007","JOL","F",2419,100,"Ex1B"
"w10157323_EMB","JOL","F",1785,100,"Ex1B"
"w10159229TG","JOL","F",3907,100,"Ex1B"
"w10161079_rac","JOL","F",2667,0,"Ex1B"
"w10163867_kkw","JOL","F",7901,100,"Ex1B"
"w10170987","JOL","F",3839,100,"Ex1B"
"w10176695_LF","JOL","F",2667,100,"Ex1B"
"w10185842_LL","JOL","F",1758,0,"Ex1B"
"w10200668_CW","JOL","F",1056,0,"Ex1B"
"w10200778_jds","JOL","F",5333,100,"Ex1B"
"w213121_jcg","JOL","F",2203,100,"Ex1B"
"10074078","JOL","U",1660,100,"Ex1B"
"courtney.whitt@usm.educw","JOL","U",6365,0,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","U",18853,0,"Ex1B"
"w10094363_wcd","JOL","U",2111,0,"Ex1B"
"w10110417_vfc","JOL","U",2147,0,"Ex1B"
"w10117470_kjt","JOL","U",258,0,"Ex1B"
"w10118237DD","JOL","U",3021,100,"Ex1B"
"w10124447_baj","JOL","U",1818,0,"Ex1B"
"w10126913SNS","JOL","U",3556,0,"Ex1B"
"w10126914SNS","JOL","U",1683,0,"Ex1B"
"w10129997JBB","JOL","U",2308,0,"Ex1B"
"w10131073_eaa","JOL","U",2957,100,"Ex1B"
"w10132372","JOL","U",5006,0,"Ex1B"
"w10133659_aeb","JOL","U",3346,100,"Ex1B"
"w10133954_jmc","JOL","U",5282,100,"Ex1B"
"w10143413_cj","JOL","U",1160,0,"Ex1B"
"w10157007","JOL","U",2956,0,"Ex1B"
"w10157323_EMB","JOL","U",3411,0,"Ex1B"
"w10159229TG","JOL","U",4780,100,"Ex1B"
"w10161079_rac","JOL","U",2599,100,"Ex1B"
"w10163867_kkw","JOL","U",1435,0,"Ex1B"
"w10170987","JOL","U",7881,100,"Ex1B"
"w10176695_LF","JOL","U",1355,0,"Ex1B"
"w10185842_LL","JOL","U",1585,0,"Ex1B"
"w10200668_CW","JOL","U",3303,0,"Ex1B"
"w10200778_jds","JOL","U",1924,0,"Ex1B"
"w213121_jcg","JOL","U",3688,0,"Ex1B"
"10074078","JOL","U",2813,0,"Ex1B"
"courtney.whitt@usm.educw","JOL","U",9873,0,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","U",9728,100,"Ex1B"
"w10094363_wcd","JOL","U",1495,0,"Ex1B"
"w10110417_vfc","JOL","U",2213,0,"Ex1B"
"w10117470_kjt","JOL","U",1146,0,"Ex1B"
"w10118237DD","JOL","U",15191,0,"Ex1B"
"w10124447_baj","JOL","U",4282,0,"Ex1B"
"w10126913SNS","JOL","U",1531,0,"Ex1B"
"w10126914SNS","JOL","U",1643,0,"Ex1B"
"w10129997JBB","JOL","U",2541,0,"Ex1B"
"w10131073_eaa","JOL","U",5334,0,"Ex1B"
"w10132372","JOL","U",14715,100,"Ex1B"
"w10133659_aeb","JOL","U",2773,0,"Ex1B"
"w10133954_jmc","JOL","U",955,0,"Ex1B"
"w10143413_cj","JOL","U",1321,0,"Ex1B"
"w10157007","JOL","U",7342,100,"Ex1B"
"w10157323_EMB","JOL","U",2468,0,"Ex1B"
"w10159229TG","JOL","U",1906,0,"Ex1B"
"w10161079_rac","JOL","U",4337,0,"Ex1B"
"w10163867_kkw","JOL","U",1029,0,"Ex1B"
"w10170987","JOL","U",5941,0,"Ex1B"
"w10176695_LF","JOL","U",1541,0,"Ex1B"
"w10185842_LL","JOL","U",1427,0,"Ex1B"
"w10200668_CW","JOL","U",3695,0,"Ex1B"
"w10200778_jds","JOL","U",3195,0,"Ex1B"
"w213121_jcg","JOL","U",12499,0,"Ex1B"
"10074078","JOL","F",3894,100,"Ex1B"
"courtney.whitt@usm.educw","JOL","F",4348,100,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","F",21275,0,"Ex1B"
"w10094363_wcd","JOL","F",1525,100,"Ex1B"
"w10110417_vfc","JOL","F",3855,0,"Ex1B"
"w10117470_kjt","JOL","F",1510,100,"Ex1B"
"w10118237DD","JOL","F",1831,0,"Ex1B"
"w10124447_baj","JOL","F",1519,0,"Ex1B"
"w10126913SNS","JOL","F",2787,100,"Ex1B"
"w10126914SNS","JOL","F",2492,100,"Ex1B"
"w10129997JBB","JOL","F",1990,100,"Ex1B"
"w10131073_eaa","JOL","F",4761,100,"Ex1B"
"w10132372","JOL","F",4549,100,"Ex1B"
"w10133659_aeb","JOL","F",4954,100,"Ex1B"
"w10133954_jmc","JOL","F",3128,0,"Ex1B"
"w10143413_cj","JOL","F",2569,100,"Ex1B"
"w10157007","JOL","F",3726,100,"Ex1B"
"w10157323_EMB","JOL","F",1759,100,"Ex1B"
"w10159229TG","JOL","F",4485,100,"Ex1B"
"w10161079_rac","JOL","F",3459,0,"Ex1B"
"w10163867_kkw","JOL","F",2201,0,"Ex1B"
"w10170987","JOL","F",3706,100,"Ex1B"
"w10176695_LF","JOL","F",1780,100,"Ex1B"
"w10185842_LL","JOL","F",1808,100,"Ex1B"
"w10200668_CW","JOL","F",2466,100,"Ex1B"
"w10200778_jds","JOL","F",3572,100,"Ex1B"
"w213121_jcg","JOL","F",2536,100,"Ex1B"
"10074078","JOL","U",3593,100,"Ex1B"
"courtney.whitt@usm.educw","JOL","U",1845,0,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","U",17284,100,"Ex1B"
"w10094363_wcd","JOL","U",1626,100,"Ex1B"
"w10110417_vfc","JOL","U",2325,0,"Ex1B"
"w10117470_kjt","JOL","U",2688,0,"Ex1B"
"w10118237DD","JOL","U",2029,0,"Ex1B"
"w10124447_baj","JOL","U",1726,0,"Ex1B"
"w10126913SNS","JOL","U",2246,0,"Ex1B"
"w10126914SNS","JOL","U",1867,0,"Ex1B"
"w10129997JBB","JOL","U",2792,0,"Ex1B"
"w10131073_eaa","JOL","U",2041,100,"Ex1B"
"w10132372","JOL","U",19682,0,"Ex1B"
"w10133659_aeb","JOL","U",2497,0,"Ex1B"
"w10133954_jmc","JOL","U",1745,0,"Ex1B"
"w10143413_cj","JOL","U",1328,0,"Ex1B"
"w10157007","JOL","U",7380,0,"Ex1B"
"w10157323_EMB","JOL","U",3245,0,"Ex1B"
"w10159229TG","JOL","U",5561,0,"Ex1B"
"w10161079_rac","JOL","U",2911,0,"Ex1B"
"w10163867_kkw","JOL","U",3700,100,"Ex1B"
"w10170987","JOL","U",9852,0,"Ex1B"
"w10176695_LF","JOL","U",3650,0,"Ex1B"
"w10185842_LL","JOL","U",1630,100,"Ex1B"
"w10200668_CW","JOL","U",720,0,"Ex1B"
"w10200778_jds","JOL","U",1355,0,"Ex1B"
"w213121_jcg","JOL","U",2482,100,"Ex1B"
"10074078","JOL","U",5294,0,"Ex1B"
"courtney.whitt@usm.educw","JOL","U",7723,0,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","U",3768,100,"Ex1B"
"w10094363_wcd","JOL","U",3161,0,"Ex1B"
"w10110417_vfc","JOL","U",5066,0,"Ex1B"
"w10117470_kjt","JOL","U",661,0,"Ex1B"
"w10118237DD","JOL","U",3506,0,"Ex1B"
"w10124447_baj","JOL","U",1688,0,"Ex1B"
"w10126913SNS","JOL","U",15702,0,"Ex1B"
"w10126914SNS","JOL","U",2222,0,"Ex1B"
"w10129997JBB","JOL","U",2509,0,"Ex1B"
"w10131073_eaa","JOL","U",6367,0,"Ex1B"
"w10132372","JOL","U",4898,100,"Ex1B"
"w10133659_aeb","JOL","U",5555,0,"Ex1B"
"w10133954_jmc","JOL","U",1398,0,"Ex1B"
"w10143413_cj","JOL","U",1187,0,"Ex1B"
"w10157007","JOL","U",3487,0,"Ex1B"
"w10157323_EMB","JOL","U",13591,0,"Ex1B"
"w10159229TG","JOL","U",3489,0,"Ex1B"
"w10161079_rac","JOL","U",3311,0,"Ex1B"
"w10163867_kkw","JOL","U",804,0,"Ex1B"
"w10170987","JOL","U",6383,0,"Ex1B"
"w10176695_LF","JOL","U",3483,0,"Ex1B"
"w10185842_LL","JOL","U",1572,0,"Ex1B"
"w10200668_CW","JOL","U",3561,0,"Ex1B"
"w10200778_jds","JOL","U",2355,0,"Ex1B"
"w213121_jcg","JOL","U",3967,0,"Ex1B"
"10074078","JOL","U",3106,100,"Ex1B"
"courtney.whitt@usm.educw","JOL","U",6396,100,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","U",12585,100,"Ex1B"
"w10094363_wcd","JOL","U",3264,0,"Ex1B"
"w10110417_vfc","JOL","U",1550,0,"Ex1B"
"w10117470_kjt","JOL","U",207,0,"Ex1B"
"w10118237DD","JOL","U",3752,0,"Ex1B"
"w10124447_baj","JOL","U",4653,0,"Ex1B"
"w10126913SNS","JOL","U",2193,0,"Ex1B"
"w10126914SNS","JOL","U",1170,0,"Ex1B"
"w10129997JBB","JOL","U",3224,0,"Ex1B"
"w10131073_eaa","JOL","U",2415,0,"Ex1B"
"w10132372","JOL","U",53332,0,"Ex1B"
"w10133659_aeb","JOL","U",3547,0,"Ex1B"
"w10133954_jmc","JOL","U",3168,100,"Ex1B"
"w10143413_cj","JOL","U",4331,100,"Ex1B"
"w10157007","JOL","U",2378,0,"Ex1B"
"w10157323_EMB","JOL","U",2640,100,"Ex1B"
"w10159229TG","JOL","U",4853,0,"Ex1B"
"w10161079_rac","JOL","U",2398,0,"Ex1B"
"w10163867_kkw","JOL","U",3759,0,"Ex1B"
"w10170987","JOL","U",6395,100,"Ex1B"
"w10176695_LF","JOL","U",1651,0,"Ex1B"
"w10185842_LL","JOL","U",2843,0,"Ex1B"
"w10200668_CW","JOL","U",2954,0,"Ex1B"
"w10200778_jds","JOL","U",3171,0,"Ex1B"
"w213121_jcg","JOL","U",2744,100,"Ex1B"
"10074078","JOL","F",3795,100,"Ex1B"
"10074078","JOL","F",7453,100,"Ex1B"
"courtney.whitt@usm.educw","JOL","F",2681,100,"Ex1B"
"courtney.whitt@usm.educw","JOL","F",3578,100,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","F",10860,100,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","F",4089,100,"Ex1B"
"w10094363_wcd","JOL","F",1442,100,"Ex1B"
"w10094363_wcd","JOL","F",1650,100,"Ex1B"
"w10110417_vfc","JOL","F",2957,100,"Ex1B"
"w10110417_vfc","JOL","F",4000,100,"Ex1B"
"w10117470_kjt","JOL","F",81,0,"Ex1B"
"w10117470_kjt","JOL","F",289,0,"Ex1B"
"w10118237DD","JOL","F",4068,100,"Ex1B"
"w10118237DD","JOL","F",2717,100,"Ex1B"
"w10124447_baj","JOL","F",1742,0,"Ex1B"
"w10124447_baj","JOL","F",1557,0,"Ex1B"
"w10126913SNS","JOL","F",3662,100,"Ex1B"
"w10126913SNS","JOL","F",3189,100,"Ex1B"
"w10126914SNS","JOL","F",4296,100,"Ex1B"
"w10126914SNS","JOL","F",3889,100,"Ex1B"
"w10129997JBB","JOL","F",4321,0,"Ex1B"
"w10129997JBB","JOL","F",2569,0,"Ex1B"
"w10131073_eaa","JOL","F",3291,100,"Ex1B"
"w10131073_eaa","JOL","F",2099,100,"Ex1B"
"w10132372","JOL","F",4961,100,"Ex1B"
"w10132372","JOL","F",4297,100,"Ex1B"
"w10133659_aeb","JOL","F",3157,100,"Ex1B"
"w10133659_aeb","JOL","F",4714,100,"Ex1B"
"w10133954_jmc","JOL","F",3148,100,"Ex1B"
"w10133954_jmc","JOL","F",2148,100,"Ex1B"
"w10143413_cj","JOL","F",2473,100,"Ex1B"
"w10143413_cj","JOL","F",5157,100,"Ex1B"
"w10157007","JOL","F",3403,100,"Ex1B"
"w10157007","JOL","F",5282,100,"Ex1B"
"w10157323_EMB","JOL","F",2124,100,"Ex1B"
"w10157323_EMB","JOL","F",3111,100,"Ex1B"
"w10159229TG","JOL","F",2888,100,"Ex1B"
"w10159229TG","JOL","F",3450,100,"Ex1B"
"w10161079_rac","JOL","F",2498,100,"Ex1B"
"w10161079_rac","JOL","F",2146,100,"Ex1B"
"w10163867_kkw","JOL","F",2339,100,"Ex1B"
"w10163867_kkw","JOL","F",2210,100,"Ex1B"
"w10170987","JOL","F",4200,100,"Ex1B"
"w10170987","JOL","F",4206,100,"Ex1B"
"w10176695_LF","JOL","F",2140,100,"Ex1B"
"w10176695_LF","JOL","F",2033,100,"Ex1B"
"w10185842_LL","JOL","F",2178,100,"Ex1B"
"w10185842_LL","JOL","F",2138,100,"Ex1B"
"w10200668_CW","JOL","F",3711,100,"Ex1B"
"w10200668_CW","JOL","F",5888,100,"Ex1B"
"w10200778_jds","JOL","F",3589,100,"Ex1B"
"w10200778_jds","JOL","F",3722,100,"Ex1B"
"w213121_jcg","JOL","F",2367,100,"Ex1B"
"w213121_jcg","JOL","F",2658,100,"Ex1B"
"10074078","JOL","F",1888,100,"Ex1B"
"courtney.whitt@usm.educw","JOL","F",2701,100,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","F",4770,100,"Ex1B"
"w10094363_wcd","JOL","F",1424,100,"Ex1B"
"w10110417_vfc","JOL","F",5622,100,"Ex1B"
"w10117470_kjt","JOL","F",291,0,"Ex1B"
"w10118237DD","JOL","F",1677,100,"Ex1B"
"w10124447_baj","JOL","F",2451,100,"Ex1B"
"w10126913SNS","JOL","F",1519,100,"Ex1B"
"w10126914SNS","JOL","F",1812,100,"Ex1B"
"w10129997JBB","JOL","F",2824,100,"Ex1B"
"w10131073_eaa","JOL","F",2928,100,"Ex1B"
"w10132372","JOL","F",3567,100,"Ex1B"
"w10133659_aeb","JOL","F",5336,100,"Ex1B"
"w10133954_jmc","JOL","F",2023,100,"Ex1B"
"w10143413_cj","JOL","F",2519,100,"Ex1B"
"w10157007","JOL","F",2479,0,"Ex1B"
"w10157323_EMB","JOL","F",1715,100,"Ex1B"
"w10159229TG","JOL","F",3817,100,"Ex1B"
"w10161079_rac","JOL","F",1903,100,"Ex1B"
"w10163867_kkw","JOL","F",2649,100,"Ex1B"
"w10170987","JOL","F",3374,100,"Ex1B"
"w10176695_LF","JOL","F",1863,100,"Ex1B"
"w10185842_LL","JOL","F",1936,100,"Ex1B"
"w10200668_CW","JOL","F",3263,100,"Ex1B"
"w10200778_jds","JOL","F",12681,100,"Ex1B"
"w213121_jcg","JOL","F",2712,100,"Ex1B"
"10074078","JOL","F",2385,100,"Ex1B"
"courtney.whitt@usm.educw","JOL","F",1933,100,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","F",10698,100,"Ex1B"
"w10094363_wcd","JOL","F",2497,100,"Ex1B"
"w10110417_vfc","JOL","F",14019,100,"Ex1B"
"w10117470_kjt","JOL","F",206,0,"Ex1B"
"w10118237DD","JOL","F",1617,100,"Ex1B"
"w10124447_baj","JOL","F",2905,100,"Ex1B"
"w10126913SNS","JOL","F",37961,100,"Ex1B"
"w10126914SNS","JOL","F",2533,100,"Ex1B"
"w10129997JBB","JOL","F",2835,100,"Ex1B"
"w10131073_eaa","JOL","F",4300,100,"Ex1B"
"w10132372","JOL","F",3377,100,"Ex1B"
"w10133659_aeb","JOL","F",3256,100,"Ex1B"
"w10133954_jmc","JOL","F",2811,100,"Ex1B"
"w10143413_cj","JOL","F",3658,100,"Ex1B"
"w10157007","JOL","F",3084,100,"Ex1B"
"w10157323_EMB","JOL","F",1908,100,"Ex1B"
"w10159229TG","JOL","F",12253,100,"Ex1B"
"w10161079_rac","JOL","F",2776,100,"Ex1B"
"w10163867_kkw","JOL","F",3777,100,"Ex1B"
"w10170987","JOL","F",7137,100,"Ex1B"
"w10176695_LF","JOL","F",2629,100,"Ex1B"
"w10185842_LL","JOL","F",2483,100,"Ex1B"
"w10200668_CW","JOL","F",3493,100,"Ex1B"
"w10200778_jds","JOL","F",3095,100,"Ex1B"
"w213121_jcg","JOL","F",2265,100,"Ex1B"
"10074078","JOL","M",5785,0,"Ex1B"
"courtney.whitt@usm.educw","JOL","M",4667,100,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","M",5064,100,"Ex1B"
"w10094363_wcd","JOL","M",1948,100,"Ex1B"
"w10110417_vfc","JOL","M",3997,100,"Ex1B"
"w10117470_kjt","JOL","M",279,0,"Ex1B"
"w10118237DD","JOL","M",4156,0,"Ex1B"
"w10124447_baj","JOL","M",3384,0,"Ex1B"
"w10126913SNS","JOL","M",5296,100,"Ex1B"
"w10126914SNS","JOL","M",3470,100,"Ex1B"
"w10129997JBB","JOL","M",3248,100,"Ex1B"
"w10131073_eaa","JOL","M",3700,100,"Ex1B"
"w10132372","JOL","M",7395,100,"Ex1B"
"w10133659_aeb","JOL","M",3139,100,"Ex1B"
"w10133954_jmc","JOL","M",2936,100,"Ex1B"
"w10143413_cj","JOL","M",4531,100,"Ex1B"
"w10157007","JOL","M",3913,100,"Ex1B"
"w10157323_EMB","JOL","M",4731,100,"Ex1B"
"w10159229TG","JOL","M",4630,100,"Ex1B"
"w10161079_rac","JOL","M",2642,0,"Ex1B"
"w10163867_kkw","JOL","M",3387,100,"Ex1B"
"w10170987","JOL","M",3396,0,"Ex1B"
"w10176695_LF","JOL","M",2770,100,"Ex1B"
"w10185842_LL","JOL","M",3308,100,"Ex1B"
"w10200668_CW","JOL","M",6619,100,"Ex1B"
"w10200778_jds","JOL","M",3576,0,"Ex1B"
"w213121_jcg","JOL","M",3244,100,"Ex1B"
"10074078","JOL","M",2610,100,"Ex1B"
"courtney.whitt@usm.educw","JOL","M",4658,0,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","M",3811,100,"Ex1B"
"w10094363_wcd","JOL","M",5631,0,"Ex1B"
"w10110417_vfc","JOL","M",4377,0,"Ex1B"
"w10117470_kjt","JOL","M",1764,100,"Ex1B"
"w10118237DD","JOL","M",3518,0,"Ex1B"
"w10124447_baj","JOL","M",1948,0,"Ex1B"
"w10126913SNS","JOL","M",2680,0,"Ex1B"
"w10126914SNS","JOL","M",2285,0,"Ex1B"
"w10129997JBB","JOL","M",1627,0,"Ex1B"
"w10131073_eaa","JOL","M",4262,0,"Ex1B"
"w10132372","JOL","M",18452,0,"Ex1B"
"w10133659_aeb","JOL","M",2625,0,"Ex1B"
"w10133954_jmc","JOL","M",892,0,"Ex1B"
"w10143413_cj","JOL","M",1063,0,"Ex1B"
"w10157007","JOL","M",18860,0,"Ex1B"
"w10157323_EMB","JOL","M",1677,0,"Ex1B"
"w10159229TG","JOL","M",1625,0,"Ex1B"
"w10161079_rac","JOL","M",2316,0,"Ex1B"
"w10163867_kkw","JOL","M",1896,0,"Ex1B"
"w10170987","JOL","M",1399,0,"Ex1B"
"w10176695_LF","JOL","M",2892,0,"Ex1B"
"w10185842_LL","JOL","M",2183,100,"Ex1B"
"w10200668_CW","JOL","M",1165,0,"Ex1B"
"w10200778_jds","JOL","M",32163,0,"Ex1B"
"w213121_jcg","JOL","M",4587,0,"Ex1B"
"10074078","JOL","F",4250,0,"Ex1B"
"courtney.whitt@usm.educw","JOL","F",6371,100,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","F",4472,100,"Ex1B"
"w10094363_wcd","JOL","F",1796,100,"Ex1B"
"w10110417_vfc","JOL","F",2247,100,"Ex1B"
"w10117470_kjt","JOL","F",314,0,"Ex1B"
"w10118237DD","JOL","F",2874,100,"Ex1B"
"w10124447_baj","JOL","F",4445,100,"Ex1B"
"w10126913SNS","JOL","F",2663,100,"Ex1B"
"w10126914SNS","JOL","F",1936,100,"Ex1B"
"w10129997JBB","JOL","F",1669,100,"Ex1B"
"w10131073_eaa","JOL","F",1969,100,"Ex1B"
"w10132372","JOL","F",28350,0,"Ex1B"
"w10133659_aeb","JOL","F",5601,100,"Ex1B"
"w10133954_jmc","JOL","F",8941,100,"Ex1B"
"w10143413_cj","JOL","F",3269,0,"Ex1B"
"w10157007","JOL","F",1780,0,"Ex1B"
"w10157323_EMB","JOL","F",1638,100,"Ex1B"
"w10159229TG","JOL","F",3153,100,"Ex1B"
"w10161079_rac","JOL","F",1865,0,"Ex1B"
"w10163867_kkw","JOL","F",2361,0,"Ex1B"
"w10170987","JOL","F",4351,0,"Ex1B"
"w10176695_LF","JOL","F",2488,100,"Ex1B"
"w10185842_LL","JOL","F",3376,100,"Ex1B"
"w10200668_CW","JOL","F",7233,0,"Ex1B"
"w10200778_jds","JOL","F",4369,0,"Ex1B"
"w213121_jcg","JOL","F",2428,100,"Ex1B"
"10074078","JOL","F",2216,100,"Ex1B"
"courtney.whitt@usm.educw","JOL","F",3040,100,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","F",3633,100,"Ex1B"
"w10094363_wcd","JOL","F",1467,100,"Ex1B"
"w10110417_vfc","JOL","F",1581,100,"Ex1B"
"w10117470_kjt","JOL","F",185,0,"Ex1B"
"w10118237DD","JOL","F",1537,0,"Ex1B"
"w10124447_baj","JOL","F",2352,100,"Ex1B"
"w10126913SNS","JOL","F",3878,100,"Ex1B"
"w10126914SNS","JOL","F",1806,100,"Ex1B"
"w10129997JBB","JOL","F",1274,100,"Ex1B"
"w10131073_eaa","JOL","F",4876,0,"Ex1B"
"w10132372","JOL","F",5965,100,"Ex1B"
"w10133659_aeb","JOL","F",2627,100,"Ex1B"
"w10133954_jmc","JOL","F",1236,0,"Ex1B"
"w10143413_cj","JOL","F",3133,100,"Ex1B"
"w10157007","JOL","F",1884,100,"Ex1B"
"w10157323_EMB","JOL","F",2206,100,"Ex1B"
"w10159229TG","JOL","F",5815,100,"Ex1B"
"w10161079_rac","JOL","F",1341,0,"Ex1B"
"w10163867_kkw","JOL","F",5592,0,"Ex1B"
"w10170987","JOL","F",2980,100,"Ex1B"
"w10176695_LF","JOL","F",3842,100,"Ex1B"
"w10185842_LL","JOL","F",1662,100,"Ex1B"
"w10200668_CW","JOL","F",2367,0,"Ex1B"
"w10200778_jds","JOL","F",2122,0,"Ex1B"
"w213121_jcg","JOL","F",5961,100,"Ex1B"
"10074078","JOL","U",14388,0,"Ex1B"
"courtney.whitt@usm.educw","JOL","U",3724,0,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","U",4913,0,"Ex1B"
"w10094363_wcd","JOL","U",2044,100,"Ex1B"
"w10110417_vfc","JOL","U",1815,0,"Ex1B"
"w10117470_kjt","JOL","U",273,0,"Ex1B"
"w10118237DD","JOL","U",5932,0,"Ex1B"
"w10124447_baj","JOL","U",6862,0,"Ex1B"
"w10126913SNS","JOL","U",1587,0,"Ex1B"
"w10126914SNS","JOL","U",1232,0,"Ex1B"
"w10129997JBB","JOL","U",4028,0,"Ex1B"
"w10131073_eaa","JOL","U",2238,100,"Ex1B"
"w10132372","JOL","U",8443,0,"Ex1B"
"w10133659_aeb","JOL","U",5643,0,"Ex1B"
"w10133954_jmc","JOL","U",1053,0,"Ex1B"
"w10143413_cj","JOL","U",3219,100,"Ex1B"
"w10157007","JOL","U",4953,100,"Ex1B"
"w10157323_EMB","JOL","U",4822,0,"Ex1B"
"w10159229TG","JOL","U",4065,100,"Ex1B"
"w10161079_rac","JOL","U",2191,0,"Ex1B"
"w10163867_kkw","JOL","U",1501,0,"Ex1B"
"w10170987","JOL","U",4977,100,"Ex1B"
"w10176695_LF","JOL","U",5221,100,"Ex1B"
"w10185842_LL","JOL","U",1029,0,"Ex1B"
"w10200668_CW","JOL","U",1494,0,"Ex1B"
"w10200778_jds","JOL","U",4503,0,"Ex1B"
"w213121_jcg","JOL","U",4021,0,"Ex1B"
"10074078","JOL","U",5337,0,"Ex1B"
"courtney.whitt@usm.educw","JOL","U",33365,0,"Ex1B"
"mikiayla.smith@usm.eduMS","JOL","U",18610,0,"Ex1B"
"w10094363_wcd","JOL","U",3969,0,"Ex1B"
"w10110417_vfc","JOL","U",2335,0,"Ex1B"
"w10117470_kjt","JOL","U",75,0,"Ex1B"
"w10118237DD","JOL","U",1114,0,"Ex1B"
"w10124447_baj","JOL","U",2185,0,"Ex1B"
"w10126913SNS","JOL","U",1948,0,"Ex1B"
"w10126914SNS","JOL","U",3870,0,"Ex1B"
"w10129997JBB","JOL","U",1705,0,"Ex1B"
"w10131073_eaa","JOL","U",2445,0,"Ex1B"
"w10132372","JOL","U",11479,0,"Ex1B"
"w10133659_aeb","JOL","U",3502,0,"Ex1B"
