"Username","Stimuli.Cue","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.JOL"
"6441c37f5666c66e67eba833","WAR","LOUD","M",67
"6441c37f5666c66e67eba833","DEATH","BUSINESS","U",45
"6441c37f5666c66e67eba833","CHILL","COLD","F",38
"6441c37f5666c66e67eba833","FUZZY","BANG","U",78
"6441c37f5666c66e67eba833","STRONG","ACCIDENT","U",46
"6441c37f5666c66e67eba833","CRACKLE","ELECTION","U",57
"6441c37f5666c66e67eba833","GIVE","STEAK","U",45
"6441c37f5666c66e67eba833","LISTEN","FICTION","U",89
"6441c37f5666c66e67eba833","BOTH","OUNCE","U",56
"6441c37f5666c66e67eba833","BENCH","HORN","U",45
"6441c37f5666c66e67eba833","WEDDING","HAND","M",34
"6441c37f5666c66e67eba833","HAPPY","CAR","U",26
"6441c37f5666c66e67eba833","MEAT","KEYS","U",46
"6441c37f5666c66e67eba833","NAP","SLEEP","F",69
"6441c37f5666c66e67eba833","VEHICLE","CHARM","U",47
"6441c37f5666c66e67eba833","CHISEL","HAMMER","F",36
"6441c37f5666c66e67eba833","SOAP","THIRST","M",45
"6441c37f5666c66e67eba833","WAGE","MONEY","F",37
"6441c37f5666c66e67eba833","CHOP","CUT","F",78
"6466249c27b5e4161f763c32","KEYS","ROD","U",10
"6466249c27b5e4161f763c32","TRAP","MAN","M",20
"6466249c27b5e4161f763c32","HARD","BALL","M",10
"6466249c27b5e4161f763c32","LITTER","TRASH","F",80
"6466249c27b5e4161f763c32","WAR","LOUD","M",70
"6466249c27b5e4161f763c32","SICK","HIDE","U",5
"6466249c27b5e4161f763c32","SWAN","BIRD","F",90
"6466249c27b5e4161f763c32","GIVE","STEAK","U",10
"6466249c27b5e4161f763c32","TOOTH","COMB","M",99
"6466249c27b5e4161f763c32","MAZE","PHONE","U",5
"6466249c27b5e4161f763c32","CRY","BEER","M",5
"6466249c27b5e4161f763c32","CREDIT","CARD","F",99
"6466249c27b5e4161f763c32","ARTERY","BRONZE","U",5
"6466249c27b5e4161f763c32","SIGN","TICK","U",5
"6466249c27b5e4161f763c32","VEHICLE","CHARM","U",20
"6466249c27b5e4161f763c32","MIRROR","CHILDREN","U",5
"6466249c27b5e4161f763c32","EYES","TASTE","M",15
"6466249c27b5e4161f763c32","BAT","JUMP","M",5
"6466249c27b5e4161f763c32","TREE","PANCAKES","M",2
"6466249c27b5e4161f763c32","DOCUMENT","PAPER","F",99
"6466249c27b5e4161f763c32","SUMMER","WHITE","M",40
"6466249c27b5e4161f763c32","BOTH","OUNCE","U",70
"6466249c27b5e4161f763c32","GRILL","LEG","M",60
"6466249c27b5e4161f763c32","RAZOR","ARM","M",20
"6466249c27b5e4161f763c32","ROOT","PLANT","F",99
"6466249c27b5e4161f763c32","WORD","SENTENCE","F",89
"6466249c27b5e4161f763c32","STRONG","ACCIDENT","U",60
"6466249c27b5e4161f763c32","LEASE","TOIL","U",1
"6466249c27b5e4161f763c32","BENCH","HORN","U",40
"6466249c27b5e4161f763c32","ROUGH","WORM","M",30
"6466249c27b5e4161f763c32","DEATH","BUSINESS","U",70
"6466249c27b5e4161f763c32","CIRCLE","FUN","M",99
"6466249c27b5e4161f763c32","KING","VASE","U",20
"6466249c27b5e4161f763c32","LION","FLAG","M",5
"6466249c27b5e4161f763c32","ORCHID","FLOWER","F",99
"6466249c27b5e4161f763c32","LEAGUE","BASEBALL","F",99
"6466249c27b5e4161f763c32","CASH","STUDY","U",60
"6466249c27b5e4161f763c32","WINDOW","HANDLE","M",40
"6466249c27b5e4161f763c32","BRIDGE","WATER","F",80
"6466249c27b5e4161f763c32","ATTIRE","CLOTHES","F",90
"6466249c27b5e4161f763c32","FUZZY","BANG","U",60
"6466249c27b5e4161f763c32","LISTEN","FICTION","U",70
"6466249c27b5e4161f763c32","MIRROR","MAROON","U",2
"6466249c27b5e4161f763c32","SCHOOL","SIGN","M",70
"6466249c27b5e4161f763c32","RAKE","PLANT","M",80
"6466249c27b5e4161f763c32","FEUD","FIGHT","F",90
"6466249c27b5e4161f763c32","BIRTHDAY","APPLE","M",20
"6466249c27b5e4161f763c32","REALITY","WATER","M",2
"6466249c27b5e4161f763c32","HERD","COW","F",90
"6466249c27b5e4161f763c32","MULE","DONKEY","F",99
"6466249c27b5e4161f763c32","CAKE","HAND","U",2
"6466249c27b5e4161f763c32","SUGAR","RIDDLE","U",4
"6466249c27b5e4161f763c32","ART","WOLF","U",30
"6466249c27b5e4161f763c32","VALLEY","TOP","M",60
"6466249c27b5e4161f763c32","TUNA","FISH","F",99
"6466249c27b5e4161f763c32","CHOP","CUT","F",70
"6466249c27b5e4161f763c32","DAY","BLACK","M",60
"6466249c27b5e4161f763c32","HYGIENE","CLEAN","F",90
"6466249c27b5e4161f763c32","INCENSE","SMELL","F",70
"6466249c27b5e4161f763c32","HEAVY","BIRD","M",40
"6466249c27b5e4161f763c32","CRACKLE","ELECTION","U",20
"6466249c27b5e4161f763c32","WAGE","MONEY","F",70
"6466249c27b5e4161f763c32","SOAP","THIRST","M",70
"6466249c27b5e4161f763c32","OVEN","WEAVE","M",30
"6466249c27b5e4161f763c32","MULE","DONKEY","F",99
"6466249c27b5e4161f763c32","SOON","BELT","U",20
"6466249c27b5e4161f763c32","HORSE","TIRE","M",4
"6466249c27b5e4161f763c32","SIP","DRINK","F",99
"6466249c27b5e4161f763c32","CHISEL","HAMMER","F",30
"6466249c27b5e4161f763c32","SCALP","HEAD","F",60
"6466249c27b5e4161f763c32","SHELL","SHAKE","U",50
"6466249c27b5e4161f763c32","STRETCH","CLOTH","U",60
"6466249c27b5e4161f763c32","BEACH","SQUARE","M",40
"6466249c27b5e4161f763c32","HAPPY","CAR","U",10
"6466249c27b5e4161f763c32","HORNET","STING","F",99
"6466249c27b5e4161f763c32","BLAZE","FIRE","F",99
"6466249c27b5e4161f763c32","WEDDING","HAND","M",20
"6466249c27b5e4161f763c32","CHERRY","RED","F",99
"6466249c27b5e4161f763c32","AFFECTION","LOVE","F",99
"6466249c27b5e4161f763c32","NURSE","COURT","M",20
"6466249c27b5e4161f763c32","DIETARY","SACK","U",70
"6466249c27b5e4161f763c32","CEILING","RUG","M",70
"6466249c27b5e4161f763c32","CACTUS","PLANT","F",99
"6466249c27b5e4161f763c32","NAP","SLEEP","F",99
"6466249c27b5e4161f763c32","TEMPERATURE","MORNING","U",40
"6466249c27b5e4161f763c32","CHILL","COLD","F",89
"6466249c27b5e4161f763c32","WASP","BUG","F",99
"6466249c27b5e4161f763c32","PANTS","DOG","M",5
"6466249c27b5e4161f763c32","PUSH","CLUTTER","U",30
"6466249c27b5e4161f763c32","MEAT","KEYS","U",40
"653ad51a96ba72b4243e5c07","DAY","BLACK","M",6
"653ad51a96ba72b4243e5c07","WAR","LOUD","M",20
"653ad51a96ba72b4243e5c07","SIP","DRINK","F",79
"653ad51a96ba72b4243e5c07","PANTS","DOG","M",10
"653ad51a96ba72b4243e5c07","EYES","TASTE","M",4
"653ad51a96ba72b4243e5c07","STRETCH","CLOTH","U",20
"653ad51a96ba72b4243e5c07","BRIDGE","WATER","F",70
"653ad51a96ba72b4243e5c07","LEASE","TOIL","U",30
"653ad51a96ba72b4243e5c07","TREE","PANCAKES","M",1
"653ad51a96ba72b4243e5c07","RAZOR","ARM","M",34
"653ad51a96ba72b4243e5c07","BIRTHDAY","APPLE","M",10
"653ad51a96ba72b4243e5c07","DIETARY","SACK","U",0
"653ad51a96ba72b4243e5c07","WASP","BUG","F",70
"653ad51a96ba72b4243e5c07","CHILL","COLD","F",100
"653ad51a96ba72b4243e5c07","CREDIT","CARD","F",100
"653ad51a96ba72b4243e5c07","SCALP","HEAD","F",95
"653ad51a96ba72b4243e5c07","LISTEN","FICTION","U",10
"653ad51a96ba72b4243e5c07","MIRROR","CHILDREN","U",1
"653ad51a96ba72b4243e5c07","CRY","BEER","M",0
"653ad51a96ba72b4243e5c07","REALITY","WATER","M",0
"653ad51a96ba72b4243e5c07","GRILL","LEG","M",2
"653ad51a96ba72b4243e5c07","KING","VASE","U",0
"653ad51a96ba72b4243e5c07","ORCHID","FLOWER","F",20
"653ad51a96ba72b4243e5c07","BAT","JUMP","M",0
"653ad51a96ba72b4243e5c07","HAPPY","CAR","U",1
"653ad51a96ba72b4243e5c07","SWAN","BIRD","F",60
"653ad51a96ba72b4243e5c07","WEDDING","HAND","M",20
"653ad51a96ba72b4243e5c07","OVEN","WEAVE","M",0
"653ad51a96ba72b4243e5c07","HERD","COW","F",65
"653ad51a96ba72b4243e5c07","SCHOOL","SIGN","M",20
"653ad51a96ba72b4243e5c07","ATTIRE","CLOTHES","F",90
"653ad51a96ba72b4243e5c07","RAKE","PLANT","M",10
"653ad51a96ba72b4243e5c07","WORD","SENTENCE","F",70
"653ad51a96ba72b4243e5c07","HYGIENE","CLEAN","F",99
"653ad51a96ba72b4243e5c07","TOOTH","COMB","M",10
"653ad51a96ba72b4243e5c07","PUSH","CLUTTER","U",0
"653ad51a96ba72b4243e5c07","CACTUS","PLANT","F",10
"653ad51a96ba72b4243e5c07","MULE","DONKEY","F",70
"653ad51a96ba72b4243e5c07","FUZZY","BANG","U",1
"653ad51a96ba72b4243e5c07","CEILING","RUG","M",0
"653ad51a96ba72b4243e5c07","BLAZE","FIRE","F",80
"653ad51a96ba72b4243e5c07","LITTER","TRASH","F",99
"653ad51a96ba72b4243e5c07","MULE","DONKEY","F",99
"653ad51a96ba72b4243e5c07","HORNET","STING","F",30
"653ad51a96ba72b4243e5c07","TUNA","FISH","F",90
"653ad51a96ba72b4243e5c07","WINDOW","HANDLE","M",40
"653ad51a96ba72b4243e5c07","GIVE","STEAK","U",0
"653ad51a96ba72b4243e5c07","CAKE","HAND","U",0
"653ad51a96ba72b4243e5c07","VEHICLE","CHARM","U",0
"653ad51a96ba72b4243e5c07","BEACH","SQUARE","M",0
"653ad51a96ba72b4243e5c07","DEATH","BUSINESS","U",2
"653ad51a96ba72b4243e5c07","ROOT","PLANT","F",75
"653ad51a96ba72b4243e5c07","CRACKLE","ELECTION","U",0
"653ad51a96ba72b4243e5c07","CHISEL","HAMMER","F",75
"653ad51a96ba72b4243e5c07","SUMMER","WHITE","M",5
"653ad51a96ba72b4243e5c07","TRAP","MAN","M",4
"653ad51a96ba72b4243e5c07","TEMPERATURE","MORNING","U",0
"653ad51a96ba72b4243e5c07","INCENSE","SMELL","F",100
"653ad51a96ba72b4243e5c07","CHOP","CUT","F",90
"653ad51a96ba72b4243e5c07","NURSE","COURT","M",4
"653ad51a96ba72b4243e5c07","CIRCLE","FUN","M",NA
"653ad51a96ba72b4243e5c07","AFFECTION","LOVE","F",80
"653ad51a96ba72b4243e5c07","MAZE","PHONE","U",0
"653ad51a96ba72b4243e5c07","HARD","BALL","M",30
"653ad51a96ba72b4243e5c07","LEAGUE","BASEBALL","F",90
"653ad51a96ba72b4243e5c07","WAGE","MONEY","F",100
"653ad51a96ba72b4243e5c07","DOCUMENT","PAPER","F",90
"653ad51a96ba72b4243e5c07","ART","WOLF","U",10
"653ad51a96ba72b4243e5c07","LION","FLAG","M",3
"653ad51a96ba72b4243e5c07","MIRROR","MAROON","U",0
"653ad51a96ba72b4243e5c07","SICK","HIDE","U",0
"653ad51a96ba72b4243e5c07","ROUGH","WORM","M",0
"653ad51a96ba72b4243e5c07","HEAVY","BIRD","M",0
"653ad51a96ba72b4243e5c07","MEAT","KEYS","U",0
"653ad51a96ba72b4243e5c07","KEYS","ROD","U",0
"653ad51a96ba72b4243e5c07","CASH","STUDY","U",1
"653ad51a96ba72b4243e5c07","SIGN","TICK","U",0
"653ad51a96ba72b4243e5c07","HORSE","TIRE","M",0
"653ad51a96ba72b4243e5c07","SOAP","THIRST","M",0
"653ad51a96ba72b4243e5c07","FEUD","FIGHT","F",60
"653ad51a96ba72b4243e5c07","STRONG","ACCIDENT","U",0
"653ad51a96ba72b4243e5c07","SHELL","SHAKE","U",0
"653ad51a96ba72b4243e5c07","SUGAR","RIDDLE","U",0
"653ad51a96ba72b4243e5c07","ARTERY","BRONZE","U",0
"653ad51a96ba72b4243e5c07","SOON","BELT","U",0
"653ad51a96ba72b4243e5c07","BOTH","OUNCE","U",0
"653ad51a96ba72b4243e5c07","CHERRY","RED","F",90
"653ad51a96ba72b4243e5c07","BENCH","HORN","U",0
"653ad51a96ba72b4243e5c07","NAP","SLEEP","F",100
"653ad51a96ba72b4243e5c07","VALLEY","TOP","M",5
"6578d3429b81c0b73ac4e719","OVEN","WEAVE","M",20
"6578d3429b81c0b73ac4e719","HORSE","TIRE","M",10
"6578d3429b81c0b73ac4e719","SWAN","BIRD","F",70
"6578d3429b81c0b73ac4e719","FUZZY","BANG","U",50
"6578d3429b81c0b73ac4e719","ART","WOLF","U",0
"6578d3429b81c0b73ac4e719","ORCHID","FLOWER","F",100
"6578d3429b81c0b73ac4e719","PANTS","DOG","M",10
"6578d3429b81c0b73ac4e719","CACTUS","PLANT","F",80
"6578d3429b81c0b73ac4e719","CRY","BEER","M",20
"6578d3429b81c0b73ac4e719","GIVE","STEAK","U",15
"6578d3429b81c0b73ac4e719","MIRROR","MAROON","U",0
"6578d3429b81c0b73ac4e719","MULE","DONKEY","F",90
"6578d3429b81c0b73ac4e719","DOCUMENT","PAPER","F",100
"6578d3429b81c0b73ac4e719","TEMPERATURE","MORNING","U",80
"6578d3429b81c0b73ac4e719","SIP","DRINK","F",100
"6578d3429b81c0b73ac4e719","VEHICLE","CHARM","U",0
"6578d3429b81c0b73ac4e719","INCENSE","SMELL","F",95
"6578d3429b81c0b73ac4e719","HEAVY","BIRD","M",30
"6578d3429b81c0b73ac4e719","VALLEY","TOP","M",40
"6578d3429b81c0b73ac4e719","CRACKLE","ELECTION","U",10
"6578d3429b81c0b73ac4e719","HAPPY","CAR","U",0
"6578d3429b81c0b73ac4e719","CHOP","CUT","F",100
"6578d3429b81c0b73ac4e719","CAKE","HAND","U",0
"6578d3429b81c0b73ac4e719","MIRROR","CHILDREN","U",20
"6578d3429b81c0b73ac4e719","LION","FLAG","M",10
"6578d3429b81c0b73ac4e719","SICK","HIDE","U",0
"6578d3429b81c0b73ac4e719","BENCH","HORN","U",0
"6578d3429b81c0b73ac4e719","SOON","BELT","U",0
"6578d3429b81c0b73ac4e719","ROUGH","WORM","M",1
"6578d3429b81c0b73ac4e719","WINDOW","HANDLE","M",70
"6578d3429b81c0b73ac4e719","TOOTH","COMB","M",2
"6578d3429b81c0b73ac4e719","WEDDING","HAND","M",0
"6578d3429b81c0b73ac4e719","HYGIENE","CLEAN","F",100
"6578d3429b81c0b73ac4e719","NAP","SLEEP","F",100
"6578d3429b81c0b73ac4e719","KING","VASE","U",20
"6578d3429b81c0b73ac4e719","TREE","PANCAKES","M",0
"6578d3429b81c0b73ac4e719","CIRCLE","FUN","M",10
"6578d3429b81c0b73ac4e719","SOAP","THIRST","M",0
"6578d3429b81c0b73ac4e719","MULE","DONKEY","F",100
"6578d3429b81c0b73ac4e719","TUNA","FISH","F",100
"6578d3429b81c0b73ac4e719","FEUD","FIGHT","F",100
"6578d3429b81c0b73ac4e719","STRONG","ACCIDENT","U",60
"6578d3429b81c0b73ac4e719","NURSE","COURT","M",50
"6578d3429b81c0b73ac4e719","BRIDGE","WATER","F",80
"6578d3429b81c0b73ac4e719","CASH","STUDY","U",10
"6578d3429b81c0b73ac4e719","GRILL","LEG","M",0
"6578d3429b81c0b73ac4e719","RAKE","PLANT","M",80
"6578d3429b81c0b73ac4e719","SUMMER","WHITE","M",50
"6578d3429b81c0b73ac4e719","BLAZE","FIRE","F",100
"6578d3429b81c0b73ac4e719","DIETARY","SACK","U",25
"6578d3429b81c0b73ac4e719","CHISEL","HAMMER","F",95
"6578d3429b81c0b73ac4e719","AFFECTION","LOVE","F",100
"6578d3429b81c0b73ac4e719","BIRTHDAY","APPLE","M",10
"6578d3429b81c0b73ac4e719","CREDIT","CARD","F",100
"6578d3429b81c0b73ac4e719","MAZE","PHONE","U",0
"6578d3429b81c0b73ac4e719","WAGE","MONEY","F",90
"6578d3429b81c0b73ac4e719","SCHOOL","SIGN","M",80
"6578d3429b81c0b73ac4e719","HARD","BALL","M",30
"6578d3429b81c0b73ac4e719","WAR","LOUD","M",40
"6578d3429b81c0b73ac4e719","DEATH","BUSINESS","U",0
"6578d3429b81c0b73ac4e719","HORNET","STING","F",100
"6578d3429b81c0b73ac4e719","TRAP","MAN","M",10
"6578d3429b81c0b73ac4e719","LISTEN","FICTION","U",10
"6578d3429b81c0b73ac4e719","LITTER","TRASH","F",100
"6578d3429b81c0b73ac4e719","SCALP","HEAD","F",100
"6578d3429b81c0b73ac4e719","RAZOR","ARM","M",90
"6578d3429b81c0b73ac4e719","BOTH","OUNCE","U",10
"6578d3429b81c0b73ac4e719","CHILL","COLD","F",100
"6578d3429b81c0b73ac4e719","STRETCH","CLOTH","U",100
"6578d3429b81c0b73ac4e719","REALITY","WATER","M",10
"6578d3429b81c0b73ac4e719","MEAT","KEYS","U",0
"6578d3429b81c0b73ac4e719","HERD","COW","F",90
"6578d3429b81c0b73ac4e719","KEYS","ROD","U",60
"6578d3429b81c0b73ac4e719","LEAGUE","BASEBALL","F",90
"6578d3429b81c0b73ac4e719","CHERRY","RED","F",100
"6578d3429b81c0b73ac4e719","DAY","BLACK","M",30
"6578d3429b81c0b73ac4e719","WORD","SENTENCE","F",100
"6578d3429b81c0b73ac4e719","SUGAR","RIDDLE","U",0
"6578d3429b81c0b73ac4e719","SHELL","SHAKE","U",10
"6578d3429b81c0b73ac4e719","ARTERY","BRONZE","U",0
"6578d3429b81c0b73ac4e719","BEACH","SQUARE","M",0
"6578d3429b81c0b73ac4e719","PUSH","CLUTTER","U",10
"6578d3429b81c0b73ac4e719","CEILING","RUG","M",60
"6578d3429b81c0b73ac4e719","LEASE","TOIL","U",0
"6578d3429b81c0b73ac4e719","EYES","TASTE","M",70
"6578d3429b81c0b73ac4e719","SIGN","TICK","U",0
"6578d3429b81c0b73ac4e719","WASP","BUG","F",8
"6578d3429b81c0b73ac4e719","ROOT","PLANT","F",90
"6578d3429b81c0b73ac4e719","BAT","JUMP","M",0
"6578d3429b81c0b73ac4e719","ATTIRE","CLOTHES","F",100
"660453c9877e571d12b555f7","WAGE","MONEY","F",60
"660453c9877e571d12b555f7","CRY","BEER","M",0
"660453c9877e571d12b555f7","LITTER","TRASH","F",55
"660453c9877e571d12b555f7","HYGIENE","CLEAN","F",70
"660453c9877e571d12b555f7","DAY","BLACK","M",10
"660453c9877e571d12b555f7","TOOTH","COMB","M",5
"660453c9877e571d12b555f7","SUMMER","WHITE","M",5
"660453c9877e571d12b555f7","HAPPY","CAR","U",5
"660453c9877e571d12b555f7","RAKE","PLANT","M",10
"660453c9877e571d12b555f7","BEACH","SQUARE","M",5
"660453c9877e571d12b555f7","SCALP","HEAD","F",65
"660453c9877e571d12b555f7","ARTERY","BRONZE","U",1
"660453c9877e571d12b555f7","CHISEL","HAMMER","F",75
"660453c9877e571d12b555f7","AFFECTION","LOVE","F",85
"660453c9877e571d12b555f7","CEILING","RUG","M",10
"660453c9877e571d12b555f7","DEATH","BUSINESS","U",10
"660453c9877e571d12b555f7","ATTIRE","CLOTHES","F",80
"660453c9877e571d12b555f7","PUSH","CLUTTER","U",5
"660453c9877e571d12b555f7","SIP","DRINK","F",65
"660453c9877e571d12b555f7","BLAZE","FIRE","F",57
"660453c9877e571d12b555f7","WASP","BUG","F",55
"660453c9877e571d12b555f7","RAZOR","ARM","M",30
"660453c9877e571d12b555f7","CAKE","HAND","U",10
"660453c9877e571d12b555f7","WAR","LOUD","M",10
"660453c9877e571d12b555f7","BAT","JUMP","M",5
"660453c9877e571d12b555f7","MAZE","PHONE","U",1
"660453c9877e571d12b555f7","MEAT","KEYS","U",1
"660453c9877e571d12b555f7","CHILL","COLD","F",78
"660453c9877e571d12b555f7","CRACKLE","ELECTION","U",5
"660453c9877e571d12b555f7","CIRCLE","FUN","M",5
"660453c9877e571d12b555f7","WINDOW","HANDLE","M",75
"660453c9877e571d12b555f7","DOCUMENT","PAPER","F",75
"660453c9877e571d12b555f7","TRAP","MAN","M",20
"660453c9877e571d12b555f7","DIETARY","SACK","U",1
"660453c9877e571d12b555f7","SICK","HIDE","U",1
"660453c9877e571d12b555f7","LEASE","TOIL","U",1
"660453c9877e571d12b555f7","WEDDING","HAND","M",40
"660453c9877e571d12b555f7","CASH","STUDY","U",40
"660453c9877e571d12b555f7","PANTS","DOG","M",1
"660453c9877e571d12b555f7","CREDIT","CARD","F",85
"660453c9877e571d12b555f7","MULE","DONKEY","F",50
"660453c9877e571d12b555f7","FUZZY","BANG","U",1
"660453c9877e571d12b555f7","HORNET","STING","F",45
"660453c9877e571d12b555f7","STRETCH","CLOTH","U",35
"660453c9877e571d12b555f7","MIRROR","CHILDREN","U",1
"660453c9877e571d12b555f7","SHELL","SHAKE","U",15
"660453c9877e571d12b555f7","NAP","SLEEP","F",85
"660453c9877e571d12b555f7","CACTUS","PLANT","F",75
"660453c9877e571d12b555f7","TEMPERATURE","MORNING","U",40
"660453c9877e571d12b555f7","NURSE","COURT","M",1
"660453c9877e571d12b555f7","SOON","BELT","U",1
"660453c9877e571d12b555f7","HORSE","TIRE","M",1
"660453c9877e571d12b555f7","TUNA","FISH","F",85
"660453c9877e571d12b555f7","BRIDGE","WATER","F",10
"660453c9877e571d12b555f7","KEYS","ROD","U",1
"660453c9877e571d12b555f7","ROUGH","WORM","M",1
"660453c9877e571d12b555f7","GRILL","LEG","M",1
"660453c9877e571d12b555f7","HARD","BALL","M",55
"660453c9877e571d12b555f7","SCHOOL","SIGN","M",55
"660453c9877e571d12b555f7","VALLEY","TOP","M",7
"660453c9877e571d12b555f7","FEUD","FIGHT","F",69
"660453c9877e571d12b555f7","REALITY","WATER","M",1
"660453c9877e571d12b555f7","BENCH","HORN","U",1
"660453c9877e571d12b555f7","CHOP","CUT","F",68
"660453c9877e571d12b555f7","ART","WOLF","U",1
"660453c9877e571d12b555f7","LISTEN","FICTION","U",1
"660453c9877e571d12b555f7","BIRTHDAY","APPLE","M",2
"660453c9877e571d12b555f7","ROOT","PLANT","F",90
"660453c9877e571d12b555f7","TREE","PANCAKES","M",1
"660453c9877e571d12b555f7","MULE","DONKEY","F",65
"660453c9877e571d12b555f7","SWAN","BIRD","F",85
"660453c9877e571d12b555f7","HERD","COW","F",75
"660453c9877e571d12b555f7","LEAGUE","BASEBALL","F",85
"660453c9877e571d12b555f7","ORCHID","FLOWER","F",90
"660453c9877e571d12b555f7","CHERRY","RED","F",68
"660453c9877e571d12b555f7","BOTH","OUNCE","U",1
"660453c9877e571d12b555f7","VEHICLE","CHARM","U",2
"660453c9877e571d12b555f7","GIVE","STEAK","U",1
"660453c9877e571d12b555f7","INCENSE","SMELL","F",55
"660453c9877e571d12b555f7","MIRROR","MAROON","U",1
"660453c9877e571d12b555f7","HEAVY","BIRD","M",1
"660453c9877e571d12b555f7","WORD","SENTENCE","F",55
"660453c9877e571d12b555f7","OVEN","WEAVE","M",1
"660453c9877e571d12b555f7","SOAP","THIRST","M",1
"660453c9877e571d12b555f7","KING","VASE","U",1
"660453c9877e571d12b555f7","LION","FLAG","M",1
"660453c9877e571d12b555f7","SUGAR","RIDDLE","U",1
"660453c9877e571d12b555f7","STRONG","ACCIDENT","U",2
"660453c9877e571d12b555f7","SIGN","TICK","U",1
"660453c9877e571d12b555f7","EYES","TASTE","M",2
"6658d66a5e45cac0aaeb54de","CHILL","COLD","F",80
"6658d66a5e45cac0aaeb54de","BAT","JUMP","M",0
"6658d66a5e45cac0aaeb54de","MEAT","KEYS","U",0
"6658d66a5e45cac0aaeb54de","CEILING","RUG","M",5
"6658d66a5e45cac0aaeb54de","HORNET","STING","F",20
"6658d66a5e45cac0aaeb54de","WEDDING","HAND","M",30
"6658d66a5e45cac0aaeb54de","VALLEY","TOP","M",0
"6658d66a5e45cac0aaeb54de","KING","VASE","U",0
"6658d66a5e45cac0aaeb54de","LISTEN","FICTION","U",0
"6658d66a5e45cac0aaeb54de","DAY","BLACK","M",0
"6658d66a5e45cac0aaeb54de","ROOT","PLANT","F",80
"6658d66a5e45cac0aaeb54de","HAPPY","CAR","U",0
"6658d66a5e45cac0aaeb54de","GRILL","LEG","M",0
"6658d66a5e45cac0aaeb54de","WINDOW","HANDLE","M",50
"6658d66a5e45cac0aaeb54de","LITTER","TRASH","F",90
"6658d66a5e45cac0aaeb54de","CIRCLE","FUN","M",0
"6658d66a5e45cac0aaeb54de","SOON","BELT","U",0
"6658d66a5e45cac0aaeb54de","EYES","TASTE","M",0
"6658d66a5e45cac0aaeb54de","CACTUS","PLANT","F",40
"6658d66a5e45cac0aaeb54de","LEAGUE","BASEBALL","F",60
"6658d66a5e45cac0aaeb54de","HYGIENE","CLEAN","F",95
"6658d66a5e45cac0aaeb54de","GIVE","STEAK","U",0
"6658d66a5e45cac0aaeb54de","NAP","SLEEP","F",95
"6658d66a5e45cac0aaeb54de","FUZZY","BANG","U",0
"6658d66a5e45cac0aaeb54de","SCALP","HEAD","F",90
"6658d66a5e45cac0aaeb54de","RAZOR","ARM","M",0
"6658d66a5e45cac0aaeb54de","LION","FLAG","M",0
"6658d66a5e45cac0aaeb54de","BEACH","SQUARE","M",0
"6658d66a5e45cac0aaeb54de","FEUD","FIGHT","F",80
"6658d66a5e45cac0aaeb54de","TEMPERATURE","MORNING","U",0
"6658d66a5e45cac0aaeb54de","HARD","BALL","M",10
"6658d66a5e45cac0aaeb54de","REALITY","WATER","M",0
"6658d66a5e45cac0aaeb54de","TREE","PANCAKES","M",0
"6658d66a5e45cac0aaeb54de","LEASE","TOIL","U",0
"6658d66a5e45cac0aaeb54de","CAKE","HAND","U",0
"6658d66a5e45cac0aaeb54de","AFFECTION","LOVE","F",95
"6658d66a5e45cac0aaeb54de","WORD","SENTENCE","F",90
"6658d66a5e45cac0aaeb54de","ROUGH","WORM","M",0
"6658d66a5e45cac0aaeb54de","ARTERY","BRONZE","U",0
"6658d66a5e45cac0aaeb54de","HEAVY","BIRD","M",0
"6658d66a5e45cac0aaeb54de","BRIDGE","WATER","F",30
"6658d66a5e45cac0aaeb54de","DOCUMENT","PAPER","F",80
"6658d66a5e45cac0aaeb54de","ART","WOLF","U",0
"6658d66a5e45cac0aaeb54de","PANTS","DOG","M",0
"6658d66a5e45cac0aaeb54de","MAZE","PHONE","U",0
"6658d66a5e45cac0aaeb54de","BENCH","HORN","U",NA
"6658d66a5e45cac0aaeb54de","SIGN","TICK","U",0
"6658d66a5e45cac0aaeb54de","CREDIT","CARD","F",98
"6658d66a5e45cac0aaeb54de","SOAP","THIRST","M",0
"6658d66a5e45cac0aaeb54de","ORCHID","FLOWER","F",95
"6658d66a5e45cac0aaeb54de","STRONG","ACCIDENT","U",0
"6658d66a5e45cac0aaeb54de","TOOTH","COMB","M",30
"6658d66a5e45cac0aaeb54de","BOTH","OUNCE","U",0
"6658d66a5e45cac0aaeb54de","TUNA","FISH","F",95
"6658d66a5e45cac0aaeb54de","CRY","BEER","M",0
"6658d66a5e45cac0aaeb54de","ATTIRE","CLOTHES","F",80
"6658d66a5e45cac0aaeb54de","MULE","DONKEY","F",95
"6658d66a5e45cac0aaeb54de","CHISEL","HAMMER","F",0
"6658d66a5e45cac0aaeb54de","TRAP","MAN","M",0
"6658d66a5e45cac0aaeb54de","BLAZE","FIRE","F",90
"6658d66a5e45cac0aaeb54de","SIP","DRINK","F",60
"6658d66a5e45cac0aaeb54de","SUMMER","WHITE","M",0
"6658d66a5e45cac0aaeb54de","CHOP","CUT","F",NA
"6658d66a5e45cac0aaeb54de","PUSH","CLUTTER","U",0
"6658d66a5e45cac0aaeb54de","NURSE","COURT","M",0
