"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1","source"
"w10175528_CLJ","","cloth","0",0,1,"Read","stretch","Study1","U","Study Phase",2086,"Recall1","USM"
"W10192914_JML","","cloth","0",0,1,"Read","stretch","Study1","U","Study Phase",1005,"Recall1","USM"
"W10140113ED","","bird","0",0,1,"Read","swan","Study1","F","Study Phase",876,"Recall1","USM"
"w10154105DM","bird","bird","1",1,1,"Read","swan","Study1","F","Study Phase",3588,"Recall1","USM"
"w10161018@usm.edu_JRM","","bird","0",0,1,"Read","swan","Study1","F","Study Phase",1501,"Recall1","USM"
"W10173435VPS","bird","bird","1",1,1,"Read","swan","Study1","F","Study Phase",3692,"Recall1","USM"
"w10175420MM","bird","bird","1",1,1,"Read","swan","Study1","F","Study Phase",828,"Recall1","USM"
"w10175528_CLJ","","bird","0",0,1,"Read","swan","Study1","F","Study Phase",1375,"Recall1","USM"
"W10192914_JML","bird","bird","1",1,1,"Read","swan","Study1","F","Study Phase",1107,"Recall1","USM"
"W10140113ED","morning","morning","1",1,1,"Read","temperature","Study1","U","Study Phase",2426,"Recall1","USM"
"w10154105DM","morning","morning","1",1,1,"Read","temperature","Study1","U","Study Phase",5409,"Recall1","USM"
"w10161018@usm.edu_JRM","morning","morning","1",1,1,"Read","temperature","Study1","U","Study Phase",1452,"Recall1","USM"
"W10173435VPS","morning","morning","1",1,1,"Read","temperature","Study1","U","Study Phase",2943,"Recall1","USM"
"w10175420MM","cool","morning","0.142857142857143",0,1,"Read","temperature","Study1","U","Study Phase",671,"Recall1","USM"
"w10175528_CLJ","","morning","0",0,1,"Read","temperature","Study1","U","Study Phase",1711,"Recall1","USM"
"W10192914_JML","cold","morning","0.142857142857143",0,1,"Read","temperature","Study1","U","Study Phase",938,"Recall1","USM"
"W10140113ED","","horse","0",0,1,"Read","tire","Study1","M","Study Phase",828,"Recall1","USM"
"w10154105DM","horse","horse","1",1,1,"Read","tire","Study1","M","Study Phase",5153,"Recall1","USM"
"w10161018@usm.edu_JRM","","horse","0",0,1,"Read","tire","Study1","M","Study Phase",1385,"Recall1","USM"
"W10173435VPS","pressure","horse","0.375",0,1,"Read","tire","Study1","M","Study Phase",2519,"Recall1","USM"
"w10175420MM","car","horse","0.2",0,1,"Read","tire","Study1","M","Study Phase",832,"Recall1","USM"
"w10175528_CLJ","","horse","0",0,1,"Read","tire","Study1","M","Study Phase",2506,"Recall1","USM"
"W10192914_JML","vehicle","horse","0.285714285714286",0,1,"Read","tire","Study1","M","Study Phase",1074,"Recall1","USM"
"W10140113ED","fish","fish","1",1,1,"Read","tuna","Study1","F","Study Phase",2165,"Recall1","USM"
"w10154105DM","fish","fish","1",1,1,"Read","tuna","Study1","F","Study Phase",474,"Recall1","USM"
"w10161018@usm.edu_JRM","fish","fish","1",1,1,"Read","tuna","Study1","F","Study Phase",1482,"Recall1","USM"
"W10173435VPS","fish","fish","1",1,1,"Read","tuna","Study1","F","Study Phase",1152,"Recall1","USM"
"w10175420MM","fish","fish","1",1,1,"Read","tuna","Study1","F","Study Phase",811,"Recall1","USM"
"w10175528_CLJ","","fish","0",0,1,"Read","tuna","Study1","F","Study Phase",1859,"Recall1","USM"
"W10192914_JML","fish","fish","1",1,1,"Read","tuna","Study1","F","Study Phase",1164,"Recall1","USM"
"W10140113ED","car","charm","0.6",0,1,"Read","vehicle","Study1","U","Study Phase",556,"Recall1","USM"
"w10154105DM","charm","charm","1",1,1,"Read","vehicle","Study1","U","Study Phase",4440,"Recall1","USM"
"w10161018@usm.edu_JRM","","charm","0",0,1,"Read","vehicle","Study1","U","Study Phase",2188,"Recall1","USM"
"W10173435VPS","car","charm","0.6",0,1,"Read","vehicle","Study1","U","Study Phase",5625,"Recall1","USM"
"w10175420MM","cafr","charm","0.6",0,1,"Read","vehicle","Study1","U","Study Phase",1366,"Recall1","USM"
"w10175528_CLJ","","charm","0",0,1,"Read","vehicle","Study1","U","Study Phase",1432,"Recall1","USM"
"W10192914_JML","","charm","0",0,1,"Read","vehicle","Study1","U","Study Phase",1354,"Recall1","USM"
"W10140113ED","","money","0",0,1,"Read","wage","Study1","F","Study Phase",789,"Recall1","USM"
"w10154105DM","money","money","1",1,1,"Read","wage","Study1","F","Study Phase",7674,"Recall1","USM"
"w10161018@usm.edu_JRM","living","money","0.166666666666667",0,1,"Read","wage","Study1","F","Study Phase",1634,"Recall1","USM"
"W10173435VPS","money","money","1",1,1,"Read","wage","Study1","F","Study Phase",3891,"Recall1","USM"
"w10175420MM","money","money","1",1,1,"Read","wage","Study1","F","Study Phase",951,"Recall1","USM"
"w10175528_CLJ","rod","money","0.2",0,1,"Read","wage","Study1","F","Study Phase",1196,"Recall1","USM"
"W10192914_JML","money","money","1",1,1,"Read","wage","Study1","F","Study Phase",1768,"Recall1","USM"
"W10140113ED","","sentence","0",0,1,"Read","word","Study1","F","Study Phase",854,"Recall1","USM"
"w10154105DM","","sentence","0",0,1,"Read","word","Study1","F","Study Phase",5144,"Recall1","USM"
"w10161018@usm.edu_JRM","sentence","sentence","1",1,1,"Read","word","Study1","F","Study Phase",1684,"Recall1","USM"
"W10173435VPS","play","sentence","0",0,1,"Read","word","Study1","F","Study Phase",2026,"Recall1","USM"
"w10175420MM","","sentence","0",0,1,"Read","word","Study1","F","Study Phase",558,"Recall1","USM"
"w10175528_CLJ","","sentence","0",0,1,"Read","word","Study1","F","Study Phase",3812,"Recall1","USM"
"W10192914_JML","","sentence","0",0,1,"Read","word","Study1","F","Study Phase",1340,"Recall1","USM"
"W10140113ED","","rough","0",0,1,"Read","worm","Study1","M","Study Phase",857,"Recall1","USM"
"w10154105DM","mean","rough","0",0,1,"Read","worm","Study1","M","Study Phase",4436,"Recall1","USM"
"w10161018@usm.edu_JRM","","rough","0",0,1,"Read","worm","Study1","M","Study Phase",1587,"Recall1","USM"
"W10173435VPS","rough","rough","1",1,1,"Read","worm","Study1","M","Study Phase",1821,"Recall1","USM"
"w10175420MM","","rough","0",0,1,"Read","worm","Study1","M","Study Phase",1387,"Recall1","USM"
"w10175528_CLJ","","rough","0",0,1,"Read","worm","Study1","M","Study Phase",410,"Recall1","USM"
"W10192914_JML","","rough","0",0,1,"Read","worm","Study1","M","Study Phase",1339,"Recall1","USM"
"10129766MIB","love","love","1",1,3,"Read","affection","Study1","F","Study Phase2",1343,"Recall2","USM"
"10140033VDC","love","love","1",1,3,"Read","affection","Study1","F","Study Phase2",1391,"Recall2","USM"
"10179740DJ","love","love","1",1,3,"Read","affection","Study1","F","Study Phase2",889,"Recall2","USM"
"W10129845_AGR","","love","0",0,3,"Read","affection","Study1","F","Study Phase2",510,"Recall2","USM"
"w10162130SM","","love","0",0,3,"Read","affection","Study1","F","Study Phase2",119,"Recall2","USM"
"w10176000_clb","love","love","1",1,3,"Read","affection","Study1","F","Study Phase2",1030,"Recall2","USM"
"w10185331","love","love","1",1,3,"Read","affection","Study1","F","Study Phase2",4601,"Recall2","USM"
"w10192865SS","love","love","1",1,3,"Read","affection","Study1","F","Study Phase2",3242,"Recall2","USM"
"10129766MIB","tree","birthday","0.25",0,3,"Read","apple","Study1","M","Study Phase2",1083,"Recall2","USM"
"10140033VDC","tree","birthday","0.25",0,3,"Read","apple","Study1","M","Study Phase2",1417,"Recall2","USM"
"10179740DJ","birthday","birthday","1",1,3,"Read","apple","Study1","M","Study Phase2",1036,"Recall2","USM"
"W10129845_AGR","core","birthday","0.125",0,3,"Read","apple","Study1","M","Study Phase2",524,"Recall2","USM"
"w10162130SM","","birthday","0",0,3,"Read","apple","Study1","M","Study Phase2",180,"Recall2","USM"
"w10176000_clb","tree","birthday","0.25",0,3,"Read","apple","Study1","M","Study Phase2",1181,"Recall2","USM"
"w10185331","birthday","birthday","1",1,3,"Read","apple","Study1","M","Study Phase2",4454,"Recall2","USM"
"w10192865SS","birthday","birthday","1",1,3,"Read","apple","Study1","M","Study Phase2",5125,"Recall2","USM"
"10129766MIB","hard","hard","1",1,3,"Read","ball","Study1","M","Study Phase2",1368,"Recall2","USM"
"10140033VDC","","hard","0",0,3,"Read","ball","Study1","M","Study Phase2",1290,"Recall2","USM"
"10179740DJ","hard","hard","1",1,3,"Read","ball","Study1","M","Study Phase2",1005,"Recall2","USM"
"W10129845_AGR","hard","hard","1",1,3,"Read","ball","Study1","M","Study Phase2",358,"Recall2","USM"
"w10162130SM","","hard","0",0,3,"Read","ball","Study1","M","Study Phase2",286,"Recall2","USM"
"w10176000_clb","hard","hard","1",1,3,"Read","ball","Study1","M","Study Phase2",839,"Recall2","USM"
"w10185331","hard","hard","1",1,3,"Read","ball","Study1","M","Study Phase2",4645,"Recall2","USM"
"w10192865SS","rough","hard","0.4",0,3,"Read","ball","Study1","M","Study Phase2",3655,"Recall2","USM"
"10129766MIB","can","cry","0.333333333333333",0,3,"Read","beer","Study1","M","Study Phase2",1044,"Recall2","USM"
"10140033VDC","cry","cry","1",1,3,"Read","beer","Study1","M","Study Phase2",1510,"Recall2","USM"
"10179740DJ","cry","cry","1",1,3,"Read","beer","Study1","M","Study Phase2",900,"Recall2","USM"
"W10129845_AGR","","cry","0",0,3,"Read","beer","Study1","M","Study Phase2",549,"Recall2","USM"
"w10162130SM","cold","cry","0.25",0,3,"Read","beer","Study1","M","Study Phase2",93,"Recall2","USM"
"w10176000_clb","brown","cry","0.2",0,3,"Read","beer","Study1","M","Study Phase2",818,"Recall2","USM"
"w10185331","cry","cry","1",1,3,"Read","beer","Study1","M","Study Phase2",4602,"Recall2","USM"
"w10192865SS","sad","cry","0",0,3,"Read","beer","Study1","M","Study Phase2",2622,"Recall2","USM"
"10129766MIB","white","day","0",0,3,"Read","black","Study1","M","Study Phase2",1129,"Recall2","USM"
"10140033VDC","day","day","1",1,3,"Read","black","Study1","M","Study Phase2",1365,"Recall2","USM"
"10179740DJ","day","day","1",1,3,"Read","black","Study1","M","Study Phase2",1798,"Recall2","USM"
"W10129845_AGR","","day","0",0,3,"Read","black","Study1","M","Study Phase2",602,"Recall2","USM"
"w10162130SM","","day","0",0,3,"Read","black","Study1","M","Study Phase2",153,"Recall2","USM"
"w10176000_clb","day","day","1",1,3,"Read","black","Study1","M","Study Phase2",1193,"Recall2","USM"
"w10185331","day","day","1",1,3,"Read","black","Study1","M","Study Phase2",3912,"Recall2","USM"
"w10192865SS","day","day","1",1,3,"Read","black","Study1","M","Study Phase2",3944,"Recall2","USM"
"10129766MIB","sweet","hand","0",0,3,"Read","cake","Study1","U","Study Phase2",1058,"Recall2","USM"
"10140033VDC","hand","hand","1",1,3,"Read","cake","Study1","U","Study Phase2",1264,"Recall2","USM"
"10179740DJ","hand","hand","1",1,3,"Read","cake","Study1","U","Study Phase2",977,"Recall2","USM"
"W10129845_AGR","","hand","0",0,3,"Read","cake","Study1","U","Study Phase2",281,"Recall2","USM"
"w10162130SM","","hand","0",0,3,"Read","cake","Study1","U","Study Phase2",206,"Recall2","USM"
"w10176000_clb","sweet","hand","0",0,3,"Read","cake","Study1","U","Study Phase2",1069,"Recall2","USM"
"w10185331","hand","hand","1",1,3,"Read","cake","Study1","U","Study Phase2",5000,"Recall2","USM"
"w10192865SS","hand","hand","1",1,3,"Read","cake","Study1","U","Study Phase2",2165,"Recall2","USM"
"10129766MIB","hair","tooth","0.2",0,3,"Read","comb","Study1","M","Study Phase2",1058,"Recall2","USM"
"10140033VDC","tooth","tooth","1",1,3,"Read","comb","Study1","M","Study Phase2",1494,"Recall2","USM"
"10179740DJ","tooth","tooth","1",1,3,"Read","comb","Study1","M","Study Phase2",913,"Recall2","USM"
"W10129845_AGR","","tooth","0",0,3,"Read","comb","Study1","M","Study Phase2",615,"Recall2","USM"
"w10162130SM","","tooth","0",0,3,"Read","comb","Study1","M","Study Phase2",115,"Recall2","USM"
"w10176000_clb","brush","tooth","0.2",0,3,"Read","comb","Study1","M","Study Phase2",926,"Recall2","USM"
"w10185331","tooth","tooth","1",1,3,"Read","comb","Study1","M","Study Phase2",3942,"Recall2","USM"
"w10192865SS","teeth","tooth","0.6",0,3,"Read","comb","Study1","M","Study Phase2",4797,"Recall2","USM"
"10129766MIB","pop","election","0.125",0,3,"Read","crackle","Study1","U","Study Phase2",1393,"Recall2","USM"
"10140033VDC","","election","0",0,3,"Read","crackle","Study1","U","Study Phase2",1411,"Recall2","USM"
"10179740DJ","election","election","1",1,3,"Read","crackle","Study1","U","Study Phase2",1002,"Recall2","USM"
"W10129845_AGR","","election","0",0,3,"Read","crackle","Study1","U","Study Phase2",431,"Recall2","USM"
"w10162130SM","","election","0",0,3,"Read","crackle","Study1","U","Study Phase2",202,"Recall2","USM"
"w10176000_clb","popcorn ","election","0.375",0,3,"Read","crackle","Study1","U","Study Phase2",819,"Recall2","USM"
"w10185331","election","election","1",1,3,"Read","crackle","Study1","U","Study Phase2",5663,"Recall2","USM"
"w10192865SS","election","election","1",1,3,"Read","crackle","Study1","U","Study Phase2",4559,"Recall2","USM"
"10129766MIB","card","card","1",1,3,"Read","credit","Study1","F","Study Phase2",1142,"Recall2","USM"
"10140033VDC","card","card","1",1,3,"Read","credit","Study1","F","Study Phase2",1284,"Recall2","USM"
"10179740DJ","card","card","1",1,3,"Read","credit","Study1","F","Study Phase2",896,"Recall2","USM"
"W10129845_AGR","score","card","0.4",0,3,"Read","credit","Study1","F","Study Phase2",544,"Recall2","USM"
"w10162130SM","","card","0",0,3,"Read","credit","Study1","F","Study Phase2",187,"Recall2","USM"
"w10176000_clb","card","card","1",1,3,"Read","credit","Study1","F","Study Phase2",1184,"Recall2","USM"
"w10185331","card","card","1",1,3,"Read","credit","Study1","F","Study Phase2",2279,"Recall2","USM"
"w10192865SS","card","card","1",1,3,"Read","credit","Study1","F","Study Phase2",2372,"Recall2","USM"
"10129766MIB","football","lion","0.25",0,3,"Read","flag","Study1","M","Study Phase2",1176,"Recall2","USM"
"10140033VDC","pole","lion","0.5",0,3,"Read","flag","Study1","M","Study Phase2",1441,"Recall2","USM"
"10179740DJ","lion","lion","1",1,3,"Read","flag","Study1","M","Study Phase2",1291,"Recall2","USM"
"W10129845_AGR","","lion","0",0,3,"Read","flag","Study1","M","Study Phase2",447,"Recall2","USM"
"w10162130SM","","lion","0",0,3,"Read","flag","Study1","M","Study Phase2",119,"Recall2","USM"
"w10176000_clb","us","lion","0",0,3,"Read","flag","Study1","M","Study Phase2",1928,"Recall2","USM"
"w10185331","lion","lion","1",1,3,"Read","flag","Study1","M","Study Phase2",3876,"Recall2","USM"
"w10192865SS","lion","lion","1",1,3,"Read","flag","Study1","M","Study Phase2",6759,"Recall2","USM"
"10129766MIB","boring","circle","0.333333333333333",0,3,"Read","fun","Study1","M","Study Phase2",1046,"Recall2","USM"
"10140033VDC","games","circle","0.166666666666667",0,3,"Read","fun","Study1","M","Study Phase2",1372,"Recall2","USM"
"10179740DJ","circle","circle","1",1,3,"Read","fun","Study1","M","Study Phase2",1011,"Recall2","USM"
"W10129845_AGR","","circle","0",0,3,"Read","fun","Study1","M","Study Phase2",446,"Recall2","USM"
"w10162130SM","","circle","0",0,3,"Read","fun","Study1","M","Study Phase2",279,"Recall2","USM"
"w10176000_clb","circle","circle","1",1,3,"Read","fun","Study1","M","Study Phase2",810,"Recall2","USM"
"w10185331","circle","circle","1",1,3,"Read","fun","Study1","M","Study Phase2",5764,"Recall2","USM"
"w10192865SS","circle","circle","1",1,3,"Read","fun","Study1","M","Study Phase2",4778,"Recall2","USM"
"10129766MIB","hair","bang","0.25",0,3,"Read","fuzzy","Study1","U","Study Phase2",1093,"Recall2","USM"
"10140033VDC","rug","bang","0.25",0,3,"Read","fuzzy","Study1","U","Study Phase2",1446,"Recall2","USM"
"10179740DJ","bang","bang","1",1,3,"Read","fuzzy","Study1","U","Study Phase2",857,"Recall2","USM"
"W10129845_AGR","","bang","0",0,3,"Read","fuzzy","Study1","U","Study Phase2",478,"Recall2","USM"
"w10162130SM","","bang","0",0,3,"Read","fuzzy","Study1","U","Study Phase2",96,"Recall2","USM"
"w10176000_clb","bear","bang","0.5",0,3,"Read","fuzzy","Study1","U","Study Phase2",2117,"Recall2","USM"
"w10185331","bang","bang","1",1,3,"Read","fuzzy","Study1","U","Study Phase2",4950,"Recall2","USM"
"w10192865SS","hit","bang","0",0,3,"Read","fuzzy","Study1","U","Study Phase2",4327,"Recall2","USM"
"10129766MIB","steak","steak","1",1,3,"Read","give","Study1","U","Study Phase2",1488,"Recall2","USM"
"10140033VDC","","steak","0",0,3,"Read","give","Study1","U","Study Phase2",1978,"Recall2","USM"
"10179740DJ","steak","steak","1",1,3,"Read","give","Study1","U","Study Phase2",1028,"Recall2","USM"
"W10129845_AGR","","steak","0",0,3,"Read","give","Study1","U","Study Phase2",531,"Recall2","USM"
"w10162130SM","","steak","0",0,3,"Read","give","Study1","U","Study Phase2",206,"Recall2","USM"
"w10176000_clb","thanks","steak","0.666666666666667",0,3,"Read","give","Study1","U","Study Phase2",1072,"Recall2","USM"
"w10185331","steak","steak","1",1,3,"Read","give","Study1","U","Study Phase2",6036,"Recall2","USM"
"w10192865SS","meat","steak","0.6",0,3,"Read","give","Study1","U","Study Phase2",3484,"Recall2","USM"
"10129766MIB","shake","wedding","0.142857142857143",0,3,"Read","hand","Study1","M","Study Phase2",1082,"Recall2","USM"
"10140033VDC","scalp","wedding","0",0,3,"Read","hand","Study1","M","Study Phase2",1461,"Recall2","USM"
"10179740DJ","wedding","wedding","1",1,3,"Read","hand","Study1","M","Study Phase2",992,"Recall2","USM"
"W10129845_AGR","","wedding","0",0,3,"Read","hand","Study1","M","Study Phase2",393,"Recall2","USM"
"w10162130SM","","wedding","0",0,3,"Read","hand","Study1","M","Study Phase2",224,"Recall2","USM"
"w10176000_clb","wedding","wedding","1",1,3,"Read","hand","Study1","M","Study Phase2",1298,"Recall2","USM"
"w10185331","wedding","wedding","1",1,3,"Read","hand","Study1","M","Study Phase2",5567,"Recall2","USM"
"w10192865SS","cake","wedding","0.142857142857143",0,3,"Read","hand","Study1","M","Study Phase2",3473,"Recall2","USM"
"10129766MIB","clean","clean","1",1,3,"Read","hygiene","Study1","F","Study Phase2",1450,"Recall2","USM"
"10140033VDC","shower","clean","0.166666666666667",0,3,"Read","hygiene","Study1","F","Study Phase2",1186,"Recall2","USM"
"10179740DJ","clean","clean","1",1,3,"Read","hygiene","Study1","F","Study Phase2",974,"Recall2","USM"
"W10129845_AGR","","clean","0",0,3,"Read","hygiene","Study1","F","Study Phase2",341,"Recall2","USM"
"w10162130SM","","clean","0",0,3,"Read","hygiene","Study1","F","Study Phase2",149,"Recall2","USM"
"w10176000_clb","shower","clean","0.166666666666667",0,3,"Read","hygiene","Study1","F","Study Phase2",1059,"Recall2","USM"
"w10185331","clean","clean","1",1,3,"Read","hygiene","Study1","F","Study Phase2",5113,"Recall2","USM"
"w10192865SS","clean","clean","1",1,3,"Read","hygiene","Study1","F","Study Phase2",2743,"Recall2","USM"
"10129766MIB","high","bat","0",0,3,"Read","jump","Study1","M","Study Phase2",710,"Recall2","USM"
"10140033VDC","bat","bat","1",1,3,"Read","jump","Study1","M","Study Phase2",1343,"Recall2","USM"
"10179740DJ","bat","bat","1",1,3,"Read","jump","Study1","M","Study Phase2",929,"Recall2","USM"
"W10129845_AGR","","bat","0",0,3,"Read","jump","Study1","M","Study Phase2",624,"Recall2","USM"
"w10162130SM","","bat","0",0,3,"Read","jump","Study1","M","Study Phase2",133,"Recall2","USM"
"w10176000_clb","trampoline","bat","0.2",0,3,"Read","jump","Study1","M","Study Phase2",1491,"Recall2","USM"
"w10185331","wall","bat","0.25",0,3,"Read","jump","Study1","M","Study Phase2",5731,"Recall2","USM"
"w10192865SS","bat","bat","1",1,3,"Read","jump","Study1","M","Study Phase2",6408,"Recall2","USM"
"10129766MIB","car","rod","0.333333333333333",0,3,"Read","keys","Study1","U","Study Phase2",1056,"Recall2","USM"
"10140033VDC","ring","rod","0.25",0,3,"Read","keys","Study1","U","Study Phase2",1303,"Recall2","USM"
"10179740DJ","rod","rod","1",1,3,"Read","keys","Study1","U","Study Phase2",917,"Recall2","USM"
"W10129845_AGR","","rod","0",0,3,"Read","keys","Study1","U","Study Phase2",564,"Recall2","USM"
"w10162130SM","car","rod","0.333333333333333",0,3,"Read","keys","Study1","U","Study Phase2",143,"Recall2","USM"
"w10176000_clb","door","rod","0.75",1,3,"Read","keys","Study1","U","Study Phase2",874,"Recall2","USM"
"w10185331","rod","rod","1",1,3,"Read","keys","Study1","U","Study Phase2",5342,"Recall2","USM"
"w10192865SS","","rod","0",0,3,"Read","keys","Study1","U","Study Phase2",3855,"Recall2","USM"
"10129766MIB","ear","fiction","0",0,3,"Read","listen","Study1","U","Study Phase2",1350,"Recall2","USM"
"10140033VDC","","fiction","0",0,3,"Read","listen","Study1","U","Study Phase2",1492,"Recall2","USM"
"10179740DJ","fiction","fiction","1",1,3,"Read","listen","Study1","U","Study Phase2",912,"Recall2","USM"
"W10129845_AGR","","fiction","0",0,3,"Read","listen","Study1","U","Study Phase2",481,"Recall2","USM"
"w10162130SM","hear","fiction","0",0,3,"Read","listen","Study1","U","Study Phase2",110,"Recall2","USM"
"w10176000_clb","ear","fiction","0",0,3,"Read","listen","Study1","U","Study Phase2",851,"Recall2","USM"
"w10185331","fiction","fiction","1",1,3,"Read","listen","Study1","U","Study Phase2",5950,"Recall2","USM"
"w10192865SS","","fiction","0",0,3,"Read","listen","Study1","U","Study Phase2",2901,"Recall2","USM"
"10129766MIB","box","trash","0",0,3,"Read","litter","Study1","F","Study Phase2",1156,"Recall2","USM"
"10140033VDC","cat","trash","0.4",0,3,"Read","litter","Study1","F","Study Phase2",1646,"Recall2","USM"
"10179740DJ","trash","trash","1",1,3,"Read","litter","Study1","F","Study Phase2",1105,"Recall2","USM"
"W10129845_AGR","","trash","0",0,3,"Read","litter","Study1","F","Study Phase2",642,"Recall2","USM"
"w10162130SM","trasjh","trash","0.833333333333333",1,3,"Read","litter","Study1","F","Study Phase2",361,"Recall2","USM"
"w10176000_clb","trash","trash","1",1,3,"Read","litter","Study1","F","Study Phase2",757,"Recall2","USM"
"w10185331","trash","trash","1",1,3,"Read","litter","Study1","F","Study Phase2",4749,"Recall2","USM"
"w10192865SS","trash","trash","1",1,3,"Read","litter","Study1","F","Study Phase2",2889,"Recall2","USM"
"10129766MIB","sound","war","0",0,3,"Read","loud","Study1","M","Study Phase2",1124,"Recall2","USM"
"10140033VDC","sound","war","0",0,3,"Read","loud","Study1","M","Study Phase2",1740,"Recall2","USM"
"10179740DJ","war","war","1",1,3,"Read","loud","Study1","M","Study Phase2",1015,"Recall2","USM"
"W10129845_AGR","","war","0",0,3,"Read","loud","Study1","M","Study Phase2",803,"Recall2","USM"
"w10162130SM","queit","war","0",0,3,"Read","loud","Study1","M","Study Phase2",119,"Recall2","USM"
"w10176000_clb","war","war","1",1,3,"Read","loud","Study1","M","Study Phase2",1401,"Recall2","USM"
"w10185331","war","war","1",1,3,"Read","loud","Study1","M","Study Phase2",3825,"Recall2","USM"
"w10192865SS","wars","war","0.75",1,3,"Read","loud","Study1","M","Study Phase2",2098,"Recall2","USM"
"10129766MIB","runner","phone","0.333333333333333",0,3,"Read","maze","Study1","U","Study Phase2",1023,"Recall2","USM"
"10140033VDC","phone","phone","1",1,3,"Read","maze","Study1","U","Study Phase2",1341,"Recall2","USM"
"10179740DJ","phone","phone","1",1,3,"Read","maze","Study1","U","Study Phase2",848,"Recall2","USM"
"W10129845_AGR","","phone","0",0,3,"Read","maze","Study1","U","Study Phase2",638,"Recall2","USM"
"w10162130SM","","phone","0",0,3,"Read","maze","Study1","U","Study Phase2",115,"Recall2","USM"
"w10176000_clb","october","phone","0.285714285714286",0,3,"Read","maze","Study1","U","Study Phase2",1189,"Recall2","USM"
"w10185331","phone","phone","1",1,3,"Read","maze","Study1","U","Study Phase2",3588,"Recall2","USM"
"w10192865SS","phone","phone","1",1,3,"Read","maze","Study1","U","Study Phase2",3866,"Recall2","USM"
"10129766MIB","steak","keys","0.6",0,3,"Read","meat","Study1","U","Study Phase2",1045,"Recall2","USM"
"10140033VDC","beef","keys","0.25",0,3,"Read","meat","Study1","U","Study Phase2",1433,"Recall2","USM"
"10179740DJ","keys","keys","1",1,3,"Read","meat","Study1","U","Study Phase2",916,"Recall2","USM"
"W10129845_AGR","","keys","0",0,3,"Read","meat","Study1","U","Study Phase2",479,"Recall2","USM"
"w10162130SM","","keys","0",0,3,"Read","meat","Study1","U","Study Phase2",132,"Recall2","USM"
"w10176000_clb","hamburger","keys","0.111111111111111",0,3,"Read","meat","Study1","U","Study Phase2",1250,"Recall2","USM"
"w10185331","keys","keys","1",1,3,"Read","meat","Study1","U","Study Phase2",4491,"Recall2","USM"
"w10192865SS","give","keys","0.25",0,3,"Read","meat","Study1","U","Study Phase2",3718,"Recall2","USM"
"10129766MIB","children","maroon","0.25",0,3,"Read","mirror","Study1","U","Study Phase2",1125,"Recall2","USM"
"10140033VDC","maroon","maroon","1",1,3,"Read","mirror","Study1","U","Study Phase2",1429,"Recall2","USM"
"10179740DJ","maroon","maroon","1",1,3,"Read","mirror","Study1","U","Study Phase2",1105,"Recall2","USM"
"W10129845_AGR","","maroon","0",0,3,"Read","mirror","Study1","U","Study Phase2",674,"Recall2","USM"
"w10162130SM","","maroon","0",0,3,"Read","mirror","Study1","U","Study Phase2",108,"Recall2","USM"
"w10176000_clb","glass","maroon","0.166666666666667",0,3,"Read","mirror","Study1","U","Study Phase2",840,"Recall2","USM"
"w10185331","marron","maroon","0.833333333333333",1,3,"Read","mirror","Study1","U","Study Phase2",5620,"Recall2","USM"
"w10192865SS","maroon","maroon","1",1,3,"Read","mirror","Study1","U","Study Phase2",5543,"Recall2","USM"
"10129766MIB","donkey","donkey","1",1,3,"Read","mule","Study1","F","Study Phase2",1346,"Recall2","USM"
"10129766MIB","donkey","donkey","1",1,3,"Read","mule","Study1","F","Study Phase2",1195,"Recall2","USM"
"10140033VDC","cow","donkey","0.166666666666667",0,3,"Read","mule","Study1","F","Study Phase2",1385,"Recall2","USM"
"10140033VDC","horse","donkey","0.333333333333333",0,3,"Read","mule","Study1","F","Study Phase2",1460,"Recall2","USM"
"10179740DJ","donkey","donkey","1",1,3,"Read","mule","Study1","F","Study Phase2",869,"Recall2","USM"
"10179740DJ","donkey","donkey","1",1,3,"Read","mule","Study1","F","Study Phase2",847,"Recall2","USM"
"W10129845_AGR","donkey","donkey","1",1,3,"Read","mule","Study1","F","Study Phase2",540,"Recall2","USM"
"W10129845_AGR","","donkey","0",0,3,"Read","mule","Study1","F","Study Phase2",425,"Recall2","USM"
"w10162130SM","deer","donkey","0.333333333333333",0,3,"Read","mule","Study1","F","Study Phase2",116,"Recall2","USM"
"w10162130SM","","donkey","0",0,3,"Read","mule","Study1","F","Study Phase2",157,"Recall2","USM"
"w10176000_clb","donkey","donkey","1",1,3,"Read","mule","Study1","F","Study Phase2",1094,"Recall2","USM"
"w10176000_clb","donkey","donkey","1",1,3,"Read","mule","Study1","F","Study Phase2",987,"Recall2","USM"
"w10185331","donkey","donkey","1",1,3,"Read","mule","Study1","F","Study Phase2",3549,"Recall2","USM"
"w10185331","doneky","donkey","1",1,3,"Read","mule","Study1","F","Study Phase2",3426,"Recall2","USM"
"w10192865SS","donkey","donkey","1",1,3,"Read","mule","Study1","F","Study Phase2",3887,"Recall2","USM"
"w10192865SS","donkey","donkey","1",1,3,"Read","mule","Study1","F","Study Phase2",1566,"Recall2","USM"
"10129766MIB","time","sleep","0.2",0,3,"Read","nap","Study1","F","Study Phase2",1119,"Recall2","USM"
